Rk,Player,Season,School,Pos,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1068,Tyler Bergantino\tyler-bergantino-1,2013-14,Massachusetts,C,32,0,234,13,21,.619,13,21,.619,0,0,,2,8,.250,14,33,47,7,3,8,3,51,28,0.8
1069,Ido Flaisher\ido-flaisher-1,2017-18,Hawaii,C,22,1,123,10,23,.435,10,23,.435,0,0,,8,15,.533,4,20,24,1,0,1,12,25,28,0.1
1070,Joniah White\joniah-white-1,2014-15,Louisiana Tech,C,26,0,186,10,18,.556,10,18,.556,0,0,,8,14,.571,14,20,34,1,1,19,7,27,28,1.2
1071,Lawrence Fejokwu\lawrence-fejokwu-1,2015-16,Coppin State,C,28,2,268,9,24,.375,9,23,.391,0,1,.000,10,24,.417,23,33,56,1,4,18,17,58,28,0.4
1072,Bryden Boehning\bryden-boehning-1,2015-16,Montana,C,22,0,135,13,28,.464,13,28,.464,0,0,,2,7,.286,6,22,28,6,2,1,10,35,28,0.2
1073,Elhadji Dieng\elhadji-dieng-1,2017-18,Florida International,C,22,19,212,10,26,.385,10,26,.385,0,0,,7,27,.259,19,27,46,1,3,11,7,42,27,0.6
1074,Demola Onifade\demola-onifade-1,2017-18,Delaware State,C,28,8,332,13,48,.271,13,48,.271,0,0,,1,2,.500,19,45,64,6,3,9,15,41,27,0.3
1075,Marice Wright\marice-wright-1,2017-18,Alabama State,C,20,0,129,12,30,.400,11,23,.478,1,7,.143,2,9,.222,13,24,37,2,1,2,7,27,27,0.5
1076,Jeremy King\jeremy-king-3,2013-14,Loyola (IL),C,17,1,77,12,14,.857,12,14,.857,0,0,,3,9,.333,7,8,15,1,3,0,7,16,27,1.0
1077,Vieux Kande\vieux-kande-1,2013-14,Louisiana,C,25,0,122,10,15,.667,10,15,.667,0,0,,7,17,.412,9,12,21,2,3,4,4,25,27,0.8
1078,Tyler Hadden\tyler-hadden-1,2016-17,Belmont,C,25,1,91,11,24,.458,9,14,.643,2,10,.200,3,6,.500,7,19,26,4,2,4,9,20,27,0.6
1079,Daniel Amigo\daniel-amigo-1,2015-16,Denver,C,13,0,71,12,22,.545,12,22,.545,0,0,,3,10,.300,3,14,17,4,1,0,13,23,27,0.1
1080,Rozelle Nix\rozelle-nix-1,2016-17,Pittsburgh,C,20,0,126,9,24,.375,9,24,.375,0,0,,9,13,.692,18,34,52,1,0,4,7,33,27,0.9
1081,Mat Piotrowski\mat-piotrowski-1,2013-14,Eastern Illinois,C,17,4,168,11,37,.297,8,24,.333,3,13,.231,2,2,1.000,8,22,30,8,3,15,8,8,27,1.5
1082,Cheikh N'diaye\cheikh-ndiaye-1,2015-16,Oregon State,C,25,0,131,9,11,.818,9,11,.818,0,0,,9,15,.600,5,17,22,0,4,8,9,25,27,0.8
1083,Ivo Basor\ivo-basor-1,2015-16,San Jose State,C,15,2,60,9,14,.643,5,9,.556,4,5,.800,5,12,.417,4,8,12,2,0,0,3,11,27,1.1
1084,David Bell\david-bell-3,2015-16,Ohio State,C,23,0,125,6,13,.462,6,13,.462,0,0,,14,24,.583,18,16,34,1,1,5,4,24,26,1.1
1085,Ted Friedman\ted-friedman-1,2017-18,Northern Iowa,C,23,1,156,11,20,.550,9,16,.563,2,4,.500,2,5,.400,14,11,25,6,2,6,7,22,26,1.0
1086,John Miller\john-miller-1,2017-18,Army,C,21,0,127,11,17,.647,11,17,.647,0,0,,4,8,.500,11,17,28,3,4,5,8,18,26,1.1
1087,Darcy Malone\darcy-malone-1,2013-14,Louisiana State,C,19,0,73,11,20,.550,8,13,.615,3,7,.429,1,4,.250,7,11,18,3,1,1,6,26,26,0.6
1088,Schuyler Rimmer\schuyler-rimmer-1,2016-17,Florida,C,21,1,111,9,20,.450,9,19,.474,0,1,.000,8,13,.615,9,10,19,2,1,3,5,21,26,0.7
1089,Darius Bolstad\darius-bolstad-1,2017-18,Radford,C,15,0,61,11,18,.611,11,18,.611,0,0,,4,7,.571,6,9,15,1,0,5,6,17,26,1.0
1090,Artavious McDyess\artavious-mcdyess-1,2017-18,Arkansas-Pine Bluff,C,18,1,221,10,20,.500,10,20,.500,0,0,,6,10,.600,19,30,49,1,7,17,12,35,26,1.7
1091,Filip Nowicki\filip-nowicki-1,2015-16,Sacred Heart,C,11,2,108,11,19,.579,11,19,.579,0,0,,4,9,.444,7,15,22,4,1,1,14,17,26,0.7
1092,Trayvon Reed\trayvon-reed-1,2014-15,Auburn,C,23,0,205,9,22,.409,9,22,.409,0,0,,8,22,.364,17,29,46,3,2,16,12,36,26,0.8
1093,Jeremiah Kreisberg\jeremiah-kreisberg-1,2014-15,Northwestern,C,24,0,155,8,18,.444,8,18,.444,0,0,,9,14,.643,14,14,28,4,1,2,13,26,25,0.4
1094,John Cannon\john-cannon-1,2013-14,Georgia,C,18,0,82,11,22,.500,11,22,.500,0,0,,3,4,.750,7,12,19,0,1,5,9,11,25,0.7
1095,Davante Cooper\davante-cooper-1,2017-18,Washington State,C,18,2,113,11,17,.647,11,17,.647,0,0,,3,11,.273,4,17,21,5,2,7,10,19,25,0.8
1096,Aaron Scales\aaron-scales-1,2014-15,Cleveland State,C,24,0,133,11,26,.423,11,26,.423,0,0,,3,8,.375,16,13,29,2,5,2,12,29,25,0.4
1097,Matt Neufeld\matt-neufeld-1,2016-17,Saint Louis,C,28,1,150,10,20,.500,10,20,.500,0,0,,5,8,.625,5,18,23,4,2,1,11,24,25,0.3
1098,Osinachi Smart\osinachi-smart-1,2017-18,College of Charleston,C,20,0,168,8,19,.421,8,19,.421,0,0,,9,16,.563,17,30,47,3,5,6,4,31,25,1.4
1099,Kaleb Allison\kaleb-allison-1,2017-18,Mississippi Valley State,C,24,3,131,11,29,.379,11,29,.379,0,0,,3,11,.273,13,12,25,2,3,1,11,17,25,0.2
1100,Ryan Edwards\ryan-edwards-1,2013-14,Gonzaga,C,17,0,86,5,12,.417,5,12,.417,0,0,,14,17,.824,8,13,21,0,0,3,5,20,24,0.9
1101,Ak Ojo\ak-ojo-1,2016-17,Manhattan,C,30,1,233,9,18,.500,9,18,.500,0,0,,6,9,.667,16,30,46,2,4,15,14,62,24,0.4
1102,Noah Cummings\noah-cummings-1,2016-17,Grambling,C,24,4,162,9,18,.500,9,18,.500,0,0,,6,9,.667,12,12,24,1,1,8,17,36,24,0.1
1103,Mahamadou Kaba-Camara\mahamadou-kaba-camara-1,2016-17,Cal State Northridge,C,25,14,198,11,19,.579,11,19,.579,0,0,,2,9,.222,14,23,37,0,3,11,6,41,24,0.7
1104,Jack Ocwieja\jack-ocwieja-1,2015-16,Grambling,C,16,6,148,11,24,.458,11,23,.478,0,1,.000,2,2,1.000,4,13,17,0,0,4,5,19,24,0.5
1105,Benas Griciunas\benas-griciunas-1,2013-14,Auburn,C,12,1,112,10,26,.385,10,21,.476,0,5,.000,4,7,.571,6,15,21,3,0,5,5,14,24,1.0
1106,Matthew Moss\matthew-moss-1,2013-14,McNeese State,C,21,0,113,9,29,.310,5,7,.714,4,22,.182,2,3,.667,6,9,15,1,3,7,4,17,24,0.6
1107,Peter Jurkin\peter-jurkin-1,2016-17,East Tennessee State,C,14,0,91,9,24,.375,9,22,.409,0,2,.000,6,7,.857,6,15,21,1,5,7,10,15,24,1.0
1108,Malcolm Gilbert\malcolm-gilbert-1,2014-15,Fairfield,C,25,2,258,8,30,.267,8,30,.267,0,0,,7,11,.636,15,32,47,8,1,33,12,45,23,0.9
1109,Nate Fowler\nate-fowler-1,2015-16,Butler,C,20,0,125,10,18,.556,8,15,.533,2,3,.667,1,3,.333,11,15,26,4,2,1,7,29,23,0.6
1110,James Banks\james-banks-2,2017-18,Texas,C,14,0,95,8,14,.571,8,14,.571,0,0,,7,18,.389,10,14,24,0,1,11,3,18,23,1.6
1111,Simeon Lepichev\simeon-lepichev-1,2017-18,Florida Atlantic,C,16,1,106,10,20,.500,8,12,.667,2,8,.250,1,3,.333,5,17,22,2,3,2,7,20,23,0.7
1112,Bruce Marshall\bruce-marshall-1,2013-14,Missouri State,C,15,0,63,6,15,.400,3,5,.600,3,10,.300,8,9,.889,2,6,8,0,0,3,2,9,23,0.9
1113,Javon Baumann\javon-baumann-1,2013-14,Saint Joseph's,C,15,0,88,10,17,.588,10,17,.588,0,0,,3,12,.250,11,16,27,3,1,2,7,9,23,1.2
1114,Isaiah Jones\isaiah-jones-1,2017-18,Detroit Mercy,C,15,2,121,10,24,.417,10,24,.417,0,0,,3,7,.429,8,13,21,1,1,18,4,26,23,1.2
1115,Geoffrey Groselle\geoff-groselle-1,2013-14,Creighton,C,15,0,49,10,13,.769,10,13,.769,0,0,,3,6,.500,4,10,14,2,0,4,1,8,23,1.5
1116,Phillip Reed\phillip-reed-1,2014-15,Hampton,C,22,5,209,8,23,.348,8,23,.348,0,0,,6,13,.462,20,28,48,4,1,9,10,48,22,0.4
1117,Anton Larsen\anton-larsen-1,2013-14,Old Dominion,C,18,2,124,9,23,.391,9,15,.600,0,8,.000,4,6,.667,4,17,21,2,0,3,5,15,22,0.5
1118,Blake Brumwell\blake-brumwell-1,2013-14,Montana State,C,25,2,146,9,19,.474,9,19,.474,0,0,,4,6,.667,14,19,33,4,1,0,6,22,22,0.6
1119,Theo Turner\theo-turner-1,2014-15,Seattle,C,18,0,150,9,23,.391,9,22,.409,0,1,.000,4,14,.286,10,26,36,3,4,0,15,17,22,0.3
1120,Darcy Malone\darcy-malone-1,2014-15,Louisiana State,C,25,8,216,8,21,.381,8,16,.500,0,5,.000,6,12,.500,13,22,35,11,4,12,11,46,22,0.6
1121,Ben Lammers\ben-lammers-1,2014-15,Georgia Tech,C,19,0,113,9,21,.429,9,21,.429,0,0,,4,9,.444,9,19,28,1,3,4,3,7,22,1.1
1122,Dylan Johns\dylan-johns-1,2013-14,Texas A&M,C,26,0,215,10,17,.588,10,17,.588,0,0,,2,9,.222,12,12,24,3,3,11,11,31,22,0.5
1123,Theodore Boyomo\theodore-boyomo-1,2014-15,Howard,C,19,2,104,11,14,.786,11,14,.786,0,0,,0,3,.000,8,20,28,1,3,0,8,21,22,0.8
1124,J.J. Davenport\jj-davenport-1,2014-15,Louisiana,C,17,2,86,8,23,.348,8,20,.400,0,3,.000,6,9,.667,4,12,16,2,0,1,7,21,22,0.1
1125,Neville Fincher\neville-fincher-1,2015-16,Tennessee State,C,18,0,106,8,21,.381,7,18,.389,1,3,.333,5,8,.625,4,18,22,1,3,5,7,18,22,0.6
1126,Carlton Allen\carlton-allen-1,2014-15,Manhattan,C,21,1,146,8,12,.667,8,12,.667,0,0,,6,9,.667,7,15,22,1,1,2,5,37,22,0.4
1127,Duby Okeke\duby-okeke-1,2017-18,Nebraska,C,28,2,197,9,20,.450,9,20,.450,0,0,,4,10,.400,24,26,50,2,5,27,17,40,22,0.9
1128,Jake Wilson\jake-wilson-1,2016-17,Appalachian State,C,20,0,122,8,23,.348,8,23,.348,0,0,,6,18,.333,10,28,38,4,2,13,12,24,22,0.6
1129,Vieux Kande\vieux-kande-1,2014-15,Louisiana,C,20,0,63,9,13,.692,9,13,.692,0,0,,4,7,.571,5,8,13,0,0,1,7,14,22,0.5
1130,Zach Moer\zach-moer-1,2013-14,Air Force,C,12,0,52,7,14,.500,7,11,.636,0,3,.000,7,10,.700,2,6,8,5,1,4,5,8,21,1.3
1131,Grant Pelchen\grant-pelchen-1,2013-14,Florida Atlantic,C,20,0,131,9,19,.474,9,19,.474,0,0,,3,10,.300,12,16,28,10,2,14,2,28,21,1.4
1132,Leon Bahner\leon-bahner-1,2014-15,San Jose State,C,9,5,168,5,14,.357,5,14,.357,0,0,,11,19,.579,14,23,37,0,1,10,10,17,21,2.0
1133,Josh Gomez\josh-gomez-2,2013-14,Bowling Green State,C,26,0,147,9,30,.300,8,24,.333,1,6,.167,2,6,.333,10,14,24,2,3,8,11,26,21,0.1
1134,Daouda Ndiaye\daouda-ndiaye-1,2015-16,Illinois State,C,12,0,106,7,16,.438,7,16,.438,0,0,,7,21,.333,7,19,26,2,0,14,4,13,21,1.6
1135,Ivan Cucak\ivan-cucak-1,2017-18,Austin Peay,C,22,0,129,9,15,.600,8,14,.571,1,1,1.000,2,5,.400,3,5,8,4,3,2,15,24,21,0.0
1136,Justin Dahl\justin-dahl-1,2016-17,Northern Iowa,C,13,0,66,9,19,.474,9,19,.474,0,0,,3,8,.375,6,8,14,1,1,2,6,4,21,0.9
1137,Grant Verhoeven\grant-verhoeven-1,2013-14,Stanford,C,32,0,182,6,16,.375,6,16,.375,0,0,,9,13,.692,11,23,34,7,3,1,7,42,21,0.3
1138,Shaquille Benson\shaquille-benson-1,2017-18,Southern,C,12,1,78,8,25,.320,8,25,.320,0,0,,5,9,.556,16,11,27,0,4,3,7,16,21,1.0
1139,Sam Berlin\sam-berlin-1,2017-18,High Point,C,15,2,61,9,16,.563,9,16,.563,0,0,,3,11,.273,15,15,30,2,2,1,3,6,21,1.6
1140,Tyler Jackson\tyler-jackson-1,2016-17,UC-Santa Barbara,C,11,1,76,9,15,.600,9,15,.600,0,0,,3,6,.500,9,17,26,0,2,2,8,17,21,1.2
1141,Ryan Canty\ryan-canty-1,2015-16,Fordham,C,21,0,125,8,17,.471,8,17,.471,0,0,,5,13,.385,11,30,41,2,7,10,8,25,21,1.1
1142,Jordan Hughes\jordan-hughes-1,2017-18,Western Illinois,C,19,0,105,9,14,.643,9,14,.643,0,0,,2,4,.500,6,21,27,0,2,1,0,9,20,1.2
1143,Rawane Ndiaye\rawane-ndiaye-1,2013-14,Tennessee,C,22,0,71,8,18,.444,8,18,.444,0,0,,4,8,.500,15,6,21,0,0,2,8,11,20,0.5
1144,Joniya Gadson\joniya-gadson-1,2017-18,Bowling Green State,C,16,0,83,8,13,.615,8,13,.615,0,0,,4,11,.364,9,16,25,2,2,4,11,26,20,0.5
1145,Jonathan Barnes\jonathan-barnes-1,2014-15,Wyoming,C,14,0,64,7,14,.500,7,14,.500,0,0,,6,10,.600,4,11,15,1,1,4,5,6,20,1.0
1146,Zach Pirog\zach-pirog-1,2015-16,Omaha,C,15,0,80,9,22,.409,9,19,.474,0,3,.000,2,7,.286,9,17,26,0,1,10,8,16,20,0.7
1147,David Bell\david-bell-3,2016-17,Ohio State,C,15,0,101,8,18,.444,8,18,.444,0,0,,4,7,.571,10,19,29,2,2,7,3,17,20,1.4
1148,Brock Bertram\brock-bertram-1,2017-18,Buffalo,C,17,1,84,9,17,.529,9,17,.529,0,0,,2,4,.500,12,7,19,1,3,4,4,19,20,1.0
1149,Michael Phillip\michael-phillip-1,2014-15,Florida International,C,33,0,194,7,13,.538,7,13,.538,0,0,,6,15,.400,13,19,32,6,0,12,3,50,20,0.4
1150,Link Kabadyundi\link-kabadyundi-1,2014-15,Texas Christian,C,15,0,69,8,13,.615,8,13,.615,0,0,,3,12,.250,11,9,20,2,2,10,5,12,19,1.4
1151,Namdi Okonkwo\namdi-okonkwo-1,2015-16,Portland State,C,15,0,92,7,14,.500,7,14,.500,0,0,,5,11,.455,5,24,29,1,1,10,9,18,19,0.9
1152,David Wishon\david-wishon-1,2014-15,College of Charleston,C,10,2,83,8,13,.615,8,13,.615,0,0,,3,10,.300,4,6,10,0,1,6,7,18,19,0.6
1153,Innocent Nwoko\innocent-nwoko-1,2017-18,Central Michigan,C,27,1,82,9,13,.692,9,13,.692,0,0,,1,4,.250,7,11,18,1,4,2,4,13,19,0.6
1154,Carlton Allen\carlton-allen-1,2015-16,Manhattan,C,7,3,109,8,16,.500,8,16,.500,0,0,,3,3,1.000,7,10,17,1,4,0,8,26,19,0.7
1155,Philipp Hartwich\philipp-hartwich-1,2014-15,Portland,C,24,0,112,7,14,.500,7,14,.500,0,0,,5,15,.333,8,15,23,1,1,8,14,25,19,0.1
1156,Ben Oberfeld\ben-oberfeld-1,2015-16,Bucknell,C,12,0,50,7,13,.538,7,13,.538,0,0,,5,10,.500,7,7,14,0,0,0,5,18,19,0.5
1157,Richmond Aririguzoh\richmond-aririguzoh-1,2016-17,Princeton,C,13,0,66,7,17,.412,7,17,.412,0,0,,5,9,.556,2,11,13,4,3,4,3,7,19,1.2
1158,Joniah White\joniah-white-1,2015-16,Louisiana Tech,C,4,3,89,9,17,.529,9,17,.529,0,0,,1,4,.250,13,6,19,2,1,8,2,12,19,5.4
1159,Jonathan Barnes\jonathan-barnes-1,2016-17,Wyoming,C,15,5,80,6,11,.545,6,11,.545,0,0,,7,11,.636,7,10,17,0,2,2,3,11,19,1.1
1160,Wyatt Walker\wyatt-walker-1,2017-18,Samford,C,2,2,35,7,15,.467,7,15,.467,0,0,,4,5,.800,4,6,10,1,0,1,2,8,18,5.4
1161,Rodney Miller\rodney-miller-1,2017-18,Miami (FL),C,15,0,52,8,14,.571,8,14,.571,0,0,,2,12,.167,3,4,7,0,0,1,3,7,18,0.4
1162,Richard Harward\richard-harward-1,2017-18,Utah Valley,C,14,0,51,6,16,.375,6,16,.375,0,0,,6,12,.500,12,14,26,1,0,5,0,7,18,1.5
1163,Blaise Mbargorba\blaise-mbargorba-1,2016-17,Boston University,C,8,0,77,9,11,.818,9,11,.818,0,0,,0,3,.000,3,9,12,0,1,3,6,15,18,1.1
1164,Marin Maric\marin-maric-1,2013-14,Northern Illinois,C,6,0,53,8,12,.667,8,12,.667,0,0,,2,4,.500,10,5,15,2,1,0,5,4,18,2.7
1165,Hooper Vint\hooper-vint-1,2013-14,Texas-El Paso,C,21,0,149,8,24,.333,8,19,.421,0,5,.000,2,9,.222,9,19,28,7,0,2,8,26,18,0.1
1166,Ismaila Dauda\ismaila-dauda-1,2013-14,Cleveland State,C,23,0,124,7,16,.438,7,16,.438,0,0,,4,4,1.000,6,20,26,0,1,4,7,22,18,0.3
1167,Kevin Bleeker\kevin-bleeker-1,2013-14,Canisius,C,17,0,109,6,15,.400,3,7,.429,3,8,.375,3,5,.600,5,16,21,4,3,1,8,20,18,0.5
1168,Stefan Jovanovic\stefan-jovanovic-1,2013-14,Hawaii,C,10,0,36,7,13,.538,7,13,.538,0,0,,4,6,.667,5,8,13,1,0,2,5,14,18,0.8
1169,Artavious McDyess\artavious-mcdyess-1,2016-17,Arkansas-Pine Bluff,C,28,1,174,5,14,.357,5,14,.357,0,0,,8,20,.400,11,18,29,3,5,8,12,22,18,0.4
1170,Deng Leek\deng-leek-1,2015-16,Southern Illinois,C,19,1,57,8,12,.667,8,12,.667,0,0,,1,4,.250,7,14,21,0,1,7,4,8,17,1.0
1171,Luke Schultz\luke-schultz-1,2017-18,Montana State,C,10,1,49,5,8,.625,5,8,.625,0,0,,7,14,.500,9,7,16,0,2,0,5,11,17,1.2
1172,Nikola Scekic\nikola-scekic-1,2015-16,New Mexico,C,11,0,75,8,15,.533,8,15,.533,0,0,,1,1,1.000,3,5,8,1,1,1,7,15,17,0.2
1173,Nate Pollard\nate-pollard-1,2014-15,Rice,C,25,1,142,6,14,.429,6,14,.429,0,0,,5,9,.556,9,19,28,2,2,5,16,36,17,-0.1
1174,Hannes Polla\hannes-polla-1,2017-18,Oklahoma,C,16,0,49,8,17,.471,8,17,.471,0,0,,1,2,.500,9,8,17,1,0,1,5,9,17,0.6
1175,Corey Hensley\corey-hensley-1,2014-15,Gardner-Webb,C,19,1,121,8,16,.500,8,16,.500,0,0,,1,1,1.000,12,18,30,2,1,4,6,20,17,0.7
1176,Bryce Cashman\bryce-cashman-1,2015-16,North Dakota,C,10,1,86,6,13,.462,6,13,.462,0,0,,5,9,.556,8,10,18,0,2,3,7,24,17,0.5
1177,Ryan Smith\ryan-smith-2,2013-14,Tulane,C,26,3,189,8,16,.500,8,16,.500,0,0,,1,10,.100,12,21,33,1,1,14,12,49,17,0.0
1178,Percy Gibson\percy-gibson-1,2013-14,Iowa State,C,14,0,71,6,15,.400,6,14,.429,0,1,.000,5,7,.714,5,14,19,0,2,5,4,12,17,0.9
1179,Cole Harrison\cole-harrison-1,2015-16,Dartmouth,C,17,0,56,6,18,.333,6,18,.333,0,0,,5,6,.833,7,15,22,3,0,1,4,11,17,0.6
1180,Darcy Malone\darcy-malone-1,2015-16,Louisiana State,C,19,0,138,8,19,.421,8,13,.615,0,6,.000,0,2,.000,7,18,25,4,2,1,14,29,16,-0.2
1181,Bradley Hayes\bradley-hayes-1,2014-15,Georgetown,C,17,0,69,7,11,.636,7,11,.636,0,0,,2,5,.400,12,12,24,2,2,2,2,11,16,1.2
1182,Ugo Okam\ugo-okam-1,2014-15,Bethune-Cookman,C,16,4,114,6,13,.462,6,13,.462,0,0,,4,8,.500,7,8,15,3,1,4,10,18,16,0.2
1183,James Ringholt\james-ringholdt-1,2017-18,Texas-San Antonio,C,10,0,31,4,12,.333,2,4,.500,2,8,.250,6,7,.857,1,8,9,1,0,0,1,4,16,1.0
1184,Andrew Zelis\andrew-zelis-1,2017-18,Northern Illinois,C,11,0,65,7,14,.500,7,14,.500,0,0,,2,4,.500,6,4,10,3,0,4,3,11,16,1.0
1185,Ismaila Dauda\ismaila-dauda-1,2015-16,North Florida,C,15,0,54,4,11,.364,4,11,.364,0,0,,8,13,.615,1,11,12,1,0,1,8,5,16,0.2
1186,Dylan Johns\dylan-johns-1,2014-15,Texas A&M,C,13,0,70,7,12,.583,7,12,.583,0,0,,2,2,1.000,5,6,11,3,1,3,5,11,16,0.9
1187,Peace Ilegomah\peace-ilegomah-1,2017-18,Pittsburgh,C,23,2,133,5,9,.556,5,9,.556,0,0,,6,12,.500,7,15,22,3,2,8,11,44,16,0.0
1188,Cole Walton\cole-walton-1,2016-17,Sacred Heart,C,23,1,159,5,15,.333,5,14,.357,0,1,.000,6,13,.462,12,23,35,5,3,6,6,30,16,0.6
1189,Lucas O'Brien\lucas-obrien-1,2014-15,Texas-San Antonio,C,16,1,65,6,15,.400,5,11,.455,1,4,.250,3,5,.600,3,8,11,1,1,0,9,15,16,-0.1
1190,Conor Voss\conor-voss-1,2015-16,Columbia,C,15,2,54,5,11,.455,5,11,.455,0,0,,6,10,.600,9,3,12,0,2,6,5,5,16,1.0
1191,Andrew Poulter\andrew-poulter-1,2015-16,Purdue-Fort Wayne,C,12,0,40,8,17,.471,8,17,.471,0,0,,0,2,.000,7,4,11,0,0,0,1,4,16,0.8
1192,Marcelo Ruediger\marcelo-ruediger-1,2013-14,Monmouth,C,24,0,112,5,16,.313,5,16,.313,0,0,,6,12,.500,16,12,28,1,2,3,6,17,16,0.5
1193,Stuart Lagerson\stuart-lagerson-1,2013-14,Texas-Arlington,C,15,6,234,6,15,.400,6,14,.429,0,1,.000,4,10,.400,6,42,48,5,4,17,5,27,16,1.7
1194,Corey Young\corey-young-1,2013-14,Alcorn State,C,13,0,61,6,14,.429,3,5,.600,3,9,.333,0,0,,2,6,8,0,0,0,2,1,15,0.6
1195,Travis Avery\travis-avery-1,2013-14,New Orleans,C,17,0,43,5,12,.417,5,12,.417,0,0,,5,7,.714,4,6,10,1,1,2,4,7,15,0.5
1196,Paulius Vinogradovas\paulius-vinogradovas-1,2013-14,Norfolk State,C,23,1,94,7,14,.500,7,14,.500,0,0,,1,6,.167,5,13,18,1,2,0,5,15,15,0.2
1197,James Herrick\james-herrick-1,2015-16,Sacramento State,C,15,0,67,5,13,.385,5,13,.385,0,0,,5,8,.625,7,12,19,1,1,2,8,10,15,0.4
1198,Ted Friedman\ted-friedman-1,2013-14,Northern Iowa,C,21,3,106,3,7,.429,3,7,.429,0,0,,9,13,.692,6,11,17,0,1,1,5,17,15,0.3
1199,Ashtin Chastain\ashtin-chastain-1,2016-17,San Jose State,C,14,0,41,5,6,.833,5,6,.833,0,0,,5,15,.333,1,6,7,1,1,1,3,7,15,0.6
1200,Ibrahima Diallo\ibrahima-diallo-1,2016-17,Rutgers,C,18,0,150,6,27,.222,6,26,.231,0,1,.000,3,8,.375,13,19,32,5,5,11,9,30,15,0.4
1201,Lucas O'Brien\lucas-obrien-1,2013-14,Texas-San Antonio,C,15,0,93,5,14,.357,3,12,.250,2,2,1.000,3,7,.429,8,11,19,1,1,0,2,16,15,0.5
1202,Robert Ojeah\robert-ojeah-1,2015-16,Alabama State,C,13,8,81,6,12,.500,6,12,.500,0,0,,3,9,.333,9,13,22,1,0,1,4,22,15,0.4
1203,John Fenton\john-fenton-1,2013-14,Colgate,C,10,0,38,7,12,.583,7,12,.583,0,0,,1,5,.200,2,5,7,0,0,1,2,12,15,0.5
1204,Travis Avery\travis-avery-1,2015-16,New Orleans,C,21,0,62,5,11,.455,5,11,.455,0,0,,5,8,.625,2,7,9,3,1,1,2,11,15,0.4
1205,Nate Sestina\nate-sestina-1,2015-16,Bucknell,C,4,0,32,6,11,.545,4,8,.500,2,3,.667,1,1,1.000,1,4,5,3,2,0,4,7,15,2.2
1206,Josh Murray\josh-murray-2,2013-14,Jacksonville,C,21,0,149,4,13,.308,4,13,.308,0,0,,7,8,.875,11,18,29,2,4,13,6,19,15,1.0
1207,Josh Murray\josh-murray-2,2014-15,Jacksonville,C,16,0,129,7,21,.333,7,21,.333,0,0,,1,1,1.000,11,9,20,2,6,7,3,11,15,1.2
1208,David Tillman\david-tillman-1,2014-15,Arkansas-Pine Bluff,C,23,2,97,6,10,.600,6,10,.600,0,0,,3,9,.333,8,6,14,2,0,8,9,19,15,0.3
1209,Josh Gomez\josh-gomez-2,2015-16,Bowling Green State,C,8,0,41,5,10,.500,4,8,.500,1,2,.500,3,5,.600,1,6,7,1,3,1,4,10,14,0.9
1210,Julian Roche\julian-roche-1,2017-18,Santa Clara,C,6,0,32,6,8,.750,6,8,.750,0,0,,2,2,1.000,4,1,5,0,1,1,2,4,14,2.0
1211,Rodney Miller\rodney-miller-1,2016-17,Miami (FL),C,14,0,57,5,11,.455,5,11,.455,0,0,,4,9,.444,4,5,9,0,0,1,1,6,14,0.6
1212,Bol Riek\bol-riek-1,2017-18,New Orleans,C,12,1,41,4,8,.500,3,6,.500,1,2,.500,5,9,.556,4,5,9,3,0,6,4,8,14,1.0
1213,Zach Elcano\zach-elcano-1,2013-14,American,C,16,0,91,5,6,.833,5,6,.833,0,0,,4,6,.667,3,8,11,3,2,1,7,18,14,0.4
1214,Mading Thok\mading-thok-1,2014-15,Ball State,C,4,0,23,4,6,.667,4,6,.667,0,0,,6,10,.600,5,4,9,1,0,1,1,6,14,3.1
1215,Youssoupha Mbao\youssoupha-mbao-1,2013-14,Marshall,C,22,1,143,7,9,.778,7,9,.778,0,0,,0,1,.000,4,30,34,0,0,14,7,36,14,0.5
1216,Sooren Derboghosian\sooren-derboghosian-1,2014-15,Drexel,C,8,0,53,6,9,.667,6,9,.667,0,0,,2,3,.667,11,3,14,0,0,0,5,5,14,1.4
1217,Cheikh N'diaye\cheikh-ndiaye-1,2013-14,Oregon State,C,17,0,71,7,8,.875,7,8,.875,0,0,,0,2,.000,1,10,11,4,1,3,3,12,14,0.7
1218,Chris Vogt\chris-vogt-1,2017-18,Northern Kentucky,C,13,0,42,6,10,.600,6,10,.600,0,0,,2,6,.333,0,9,9,3,2,4,2,8,14,0.9
1219,Ted Friedman\ted-friedman-1,2016-17,Northern Iowa,C,29,4,214,6,14,.429,6,14,.429,0,0,,2,12,.167,19,11,30,7,3,3,8,28,14,0.3
1220,Legend Robertin\legend-robertin-1,2016-17,Clemson,C,15,0,97,6,10,.600,6,10,.600,0,0,,2,12,.167,6,8,14,0,1,13,3,17,14,0.8
1221,Gilles Dierickx\gilles-dierickx-1,2014-15,Washington,C,14,3,139,7,24,.292,7,24,.292,0,0,,0,1,.000,11,10,21,4,3,3,8,25,14,0.0
1222,Paul Newman\paul-newman-4,2017-18,Bucknell,C,20,0,74,4,9,.444,4,9,.444,0,0,,6,13,.462,3,15,18,2,4,2,7,8,14,0.5
