Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
1274,2009-10,SAC,NBA,82,25,57,.305,19880,3144,6895,2662,5512,482,1383,1430,1969,977,2518,3495,1679,564,366,1226,1827,8200,-4.37,0.30,-4.06,94.0,105.3,109.9,.491,13.6,27.8,0.207,.505,12.6,26.5,0.244
1275,1994-95,MIL,NBA,82,34,48,.415,19855,3022,6586,2528,5237,494,1349,1608,2259,1063,2187,3250,1737,674,359,1393,1858,8146,-4.37,0.07,-4.30,92.7,106.2,110.9,.496,15.5,31.3,0.244,.530,15.3,31.7,0.230
1276,2007-08,CHA,NBA,82,32,50,.390,19880,2960,6554,2431,5111,529,1443,1510,2115,892,2440,3332,1748,614,402,1204,1777,7959,-4.38,-0.11,-4.49,91.8,104.6,109.4,.492,13.9,25.6,0.230,.505,13.4,29.0,0.235
1277,2006-07,MIL,NBA,82,28,54,.341,19855,3121,6714,2597,5242,524,1472,1406,1919,941,2272,3213,1771,587,224,1240,1821,8172,-4.38,-0.06,-4.43,92.3,107.0,111.7,.504,14.1,27.6,0.209,.522,14.5,31.9,0.234
1278,1963-64,PHI*,NBA,80,34,46,.425,,3394,8116,3394,8116,,,2184,2851,,,5132,1643,,,,2251,8972,-4.39,0.64,-3.75,,,,.418,,,0.269,,,,
1279,1979-80,GSW,NBA,82,24,58,.293,19880,3527,7318,3500,7197,27,121,1412,1914,1155,2437,3592,2028,779,339,1492,2082,8493,-4.39,0.20,-4.20,100.5,102.0,106.3,.484,15.5,31.1,0.193,.498,15.5,30.2,0.273
1280,1979-80,DEN,NBA,82,30,52,.366,19830,3462,7470,3379,7215,83,255,1871,2539,1311,2524,3835,2079,746,404,1533,1917,8878,-4.41,0.20,-4.22,103.9,103.4,107.6,.469,15.1,33.6,0.250,.497,14.4,32.2,0.224
1281,1969-70,SFW,NBA,82,30,52,.366,19830,3555,8224,3555,8224,,,2004,2646,,,4772,1861,,,,2050,9114,-4.41,0.26,-4.15,,,,.432,,,0.244,,,,
1282,1946-47,TRH,BAA,60,22,38,.367,,1515,5672,1515,5672,,,966,1552,,,,463,,,,1271,3996,-4.43,0.39,-4.02,,,,.267,,,0.170,,,,
1283,1981-82,DAL,NBA,82,28,54,.341,19730,3390,7224,3335,7034,55,190,1740,2366,1213,2228,3441,2117,566,313,1317,2193,8575,-4.43,-0.06,-4.48,98.5,105.9,110.4,.473,13.7,33.9,0.241,.510,14.5,33.2,0.266
1284,1976-77,BUF,NBA,82,30,52,.366,19730,3366,7475,3366,7475,,,1880,2492,1213,2623,3836,1883,683,392,1699,1842,8612,-4.44,0.16,-4.28,107.3,97.6,101.8,.450,16.5,30.8,0.252,.478,15.5,32.6,0.177
1285,1991-92,WSB,NBA,82,25,57,.305,19855,3364,7301,3218,6764,146,537,1521,1956,1069,2345,3414,2011,713,422,1254,1852,8395,-4.46,0.11,-4.35,97.7,103.9,108.4,.471,13.3,28.9,0.208,.493,14.0,33.8,0.235
1286,2013-14,BOS,NBA,82,25,57,.305,19730,2996,6883,2421,5154,575,1729,1325,1706,980,2505,3485,1726,584,343,1261,1743,7892,-4.46,-0.51,-4.97,93.3,102.9,107.7,.477,14.2,27.4,0.193,.505,13.4,25.8,0.227
1287,1987-88,PHO,NBA,82,28,54,.341,19730,3551,7302,3433,6945,118,357,1681,2200,1113,2379,3492,2332,675,353,1413,2045,8901,-4.48,-0.33,-4.80,101.2,107.0,111.4,.494,14.6,31.5,0.230,.507,13.4,31.7,0.265
1288,1984-85,LAC,NBA,82,31,51,.378,19730,3527,7119,3471,6931,56,188,1674,2208,1163,2434,3597,1934,534,497,1587,1840,8784,-4.49,-0.07,-4.55,100.9,105.8,110.3,.499,16.4,33.8,0.235,.495,12.7,33.9,0.210
1289,1990-91,NJN,NBA,82,26,56,.317,19830,3311,7459,3150,6873,161,586,1658,2245,1400,2348,3748,1782,748,600,1423,1954,8441,-4.51,-0.02,-4.53,99.3,102.9,107.4,.455,14.4,35.7,0.222,.478,14.9,35.4,0.267
1290,1970-71,POR,NBA,82,29,53,.354,19755,3721,8562,3721,8562,,,2025,2671,,,4210,2227,,,,2024,9467,-4.51,-1.69,-6.20,,,,.435,,,0.237,.468,,,0.244
1291,1996-97,NJN,NBA,82,26,56,.317,19780,2994,7091,2510,5720,484,1371,1502,2031,1410,2376,3786,1726,677,481,1290,1865,7974,-4.56,0.67,-3.89,92.4,104.7,109.7,.456,13.9,36.4,0.212,.503,14.1,31.0,0.244
1292,1990-91,DAL,NBA,82,28,54,.341,19805,3245,6890,3052,6290,193,600,1512,1986,984,2360,3344,1821,581,397,1186,1840,8195,-4.57,0.31,-4.27,94.2,105.5,110.3,.485,13.3,28.3,0.219,.495,12.6,32.1,0.245
1293,2003-04,LAC,NBA,82,28,54,.341,19805,2817,6579,2488,5555,329,1024,1808,2302,1149,2416,3565,1653,594,376,1344,1816,7771,-4.59,0.84,-3.74,91.0,103.5,108.5,.453,15.0,32.8,0.275,.494,12.9,30.0,0.231
1294,1984-85,NYK,NBA,82,24,58,.293,19830,3435,7101,3384,6903,51,198,1706,2350,1116,2102,3218,1999,754,267,1458,2398,8627,-4.63,0.54,-4.09,99.5,104.9,109.6,.487,15.2,31.7,0.240,.499,16.5,36.7,0.339
1295,2003-04,ATL,NBA,82,28,54,.341,19905,2829,6529,2410,5280,419,1249,1534,1976,996,2507,3503,1648,627,408,1350,1826,7611,-4.65,-0.36,-5.00,90.8,101.0,106.1,.465,15.4,28.6,0.235,.476,13.1,29.5,0.234
1296,2012-13,CLE,NBA,82,24,58,.293,19730,2993,6901,2446,5320,547,1581,1380,1826,1004,2359,3363,1694,647,334,1149,1737,7913,-4.68,-0.19,-4.87,92.3,104.3,109.4,.473,13.0,28.1,0.200,.523,14.4,27.4,0.225
1297,1996-97,GSW,NBA,82,30,52,.366,19905,2997,6567,2516,5204,481,1363,1696,2180,1086,2259,3345,1822,611,359,1410,1787,8171,-4.71,-0.20,-4.90,91.9,107.2,112.2,.493,15.8,32.3,0.258,.518,14.4,32.5,0.234
1298,1948-49,INJ,BAA,60,18,42,.300,,1621,5367,1621,5367,,,1240,1798,,,,1225,,,,1393,4482,-4.72,0.52,-4.20,,,,.302,,,0.231,,,,
1299,2005-06,ATL,NBA,82,26,56,.317,19880,2946,6496,2522,5342,424,1154,1656,2207,1069,2232,3301,1625,587,394,1284,2054,7972,-4.76,0.07,-4.69,90.4,106.4,111.6,.486,14.7,31.4,0.255,.513,14.1,30.5,0.275
1300,2006-07,ATL,NBA,82,30,52,.366,19880,2831,6372,2490,5334,341,1038,1677,2203,976,2312,3288,1573,609,446,1306,1970,7680,-4.76,-0.10,-4.86,90.0,103.0,108.3,.471,15.1,29.2,0.263,.503,14.5,29.1,0.268
1301,1950-51,WSC,NBA,35,10,25,.286,,965,2893,965,2893,,,914,1194,,,1567,584,,,,1050,2844,-4.77,0.14,-4.63,,,,.334,,,0.316,,,,
1302,1973-74,POR,NBA,82,27,55,.329,19730,3585,7684,3585,7684,,,1591,2112,1254,2598,3852,2106,797,341,1823,2050,8761,-4.78,0.48,-4.30,108.5,98.2,102.6,.467,17.5,31.9,0.207,.484,16.6,31.5,0.241
1303,2009-10,WAS,NBA,82,26,56,.317,19830,3008,6700,2576,5475,432,1225,1444,1895,966,2458,3424,1557,493,421,1219,1752,7892,-4.78,0.06,-4.72,91.6,104.2,109.4,.481,13.9,27.6,0.216,.502,12.8,27.6,0.239
1304,2011-12,DET,NBA,66,25,41,.379,15965,2291,5232,1974,4316,317,916,1098,1461,775,1882,2657,1232,460,278,1033,1293,5997,-4.79,-0.40,-5.19,89.2,101.0,106.3,.468,15.0,28.1,0.210,.500,14.2,27.2,0.226
1305,2011-12,WAS,NBA,66,20,46,.303,15865,2414,5475,2070,4400,344,1075,1008,1386,775,1975,2750,1262,527,417,1008,1405,6180,-4.80,-0.34,-5.14,92.5,101.0,106.2,.472,14.2,27.3,0.184,.492,14.2,29.1,0.229
1306,2017-18,ORL,NBA,82,25,57,.305,19730,3182,7042,2338,4637,844,2405,1271,1678,722,2692,3414,1921,622,400,1192,1579,8479,-4.82,-0.10,-4.92,98.1,105.2,110.1,.512,13.3,20.0,0.180,.525,12.8,24.4,0.187
1307,1983-84,IND,NBA,82,26,56,.317,19780,3447,7130,3399,6923,48,207,1624,2119,1002,2398,3400,2169,834,398,1525,2061,8566,-4.82,0.57,-4.25,102.1,101.8,106.5,.487,15.9,28.1,0.228,.497,16.2,33.2,0.255
1308,1982-83,SDC,NBA,82,25,57,.305,19830,3625,7634,3561,7372,64,262,1589,2195,1394,2108,3502,2087,820,408,1600,2284,8903,-4.83,0.22,-4.61,103.0,104.7,109.3,.479,15.7,37.1,0.208,.531,17.6,34.2,0.284
1309,1961-62,NYK,NBA,80,29,51,.363,,3638,8696,3638,8696,,,1911,2693,,,5440,1765,,,,2056,9187,-4.84,0.86,-3.98,,,,.418,,,0.220,,,,
1310,1968-69,SEA,NBA,82,30,52,.366,19830,3543,8149,3543,8149,,,2105,2979,,,4498,1927,,,,2281,9191,-4.85,0.17,-4.68,,,,.435,,,0.258,,,,
1311,1980-81,CLE,NBA,82,28,54,.341,19780,3556,7609,3484,7360,72,249,1486,1909,1258,2243,3501,2007,632,322,1396,1995,8670,-4.85,0.70,-4.15,100.8,104.3,109.1,.472,14.2,33.5,0.195,.507,15.2,34.0,0.251
1312,2012-13,SAC,NBA,82,28,54,.341,19830,3086,6904,2476,5223,610,1681,1437,1869,943,2385,3328,1708,671,342,1199,1717,8219,-4.88,0.62,-4.26,93.6,106.2,111.4,.491,13.4,26.6,0.208,.517,13.6,29.0,0.227
1313,1987-88,SAS*,NBA,82,31,51,.378,19805,3706,7559,3573,7147,133,412,1769,2412,1184,2335,3519,2344,739,468,1418,1991,9314,-4.88,-0.14,-5.02,104.4,108.2,112.8,.499,14.1,32.0,0.234,.512,14.0,35.6,0.242
1314,1946-47,BOS,BAA,60,22,38,.367,,1397,5133,1397,5133,,,811,1375,,,,470,,,,1202,3605,-4.88,0.44,-4.45,,,,.272,,,0.158,,,,
1315,2001-02,HOU,NBA,82,28,54,.341,19980,2837,6629,2341,5149,496,1480,1402,1893,1025,2411,3436,1482,537,445,1156,1476,7572,-4.89,0.58,-4.31,88.2,103.1,108.6,.465,13.4,29.0,0.211,.491,11.5,30.2,0.178
1316,1982-83,CHI,NBA,82,28,54,.341,19905,3537,7373,3492,7164,45,209,1983,2690,1267,2527,3794,2086,666,400,1743,2192,9102,-4.89,0.48,-4.41,106.1,103.4,108.0,.483,16.9,34.0,0.269,.498,14.3,32.1,0.237
1317,1995-96,DAL,NBA,82,26,56,.317,19930,3124,7431,2389,5392,735,2039,1426,1975,1408,2379,3787,1913,642,342,1270,1836,8409,-4.90,0.19,-4.71,95.4,106.1,111.2,.470,13.3,34.1,0.192,.526,14.7,31.4,0.222
1318,2008-09,MIN,NBA,82,24,58,.293,19805,2986,6766,2443,5227,543,1539,1504,1957,975,2442,3417,1674,512,322,1165,1785,8019,-4.91,0.18,-4.74,91.6,106.1,111.4,.481,13.3,27.7,0.222,.515,12.0,25.0,0.254
1319,1990-91,WSB,NBA,82,30,52,.366,19855,3390,7268,3335,6984,55,284,1478,2028,1173,2390,3563,2081,588,468,1359,1927,8313,-4.98,0.14,-4.84,97.5,103.0,108.1,.470,14.3,32.2,0.203,.478,13.1,34.0,0.242
1320,2002-03,MIA,NBA,82,25,57,.305,19830,2688,6517,2340,5417,348,1100,1292,1689,948,2464,3412,1501,592,324,1167,1856,7016,-5.05,-0.08,-5.13,87.8,96.7,102.4,.439,13.8,26.8,0.198,.470,14.1,26.1,0.257
1321,1978-79,BOS,NBA,82,29,53,.354,19680,3527,7347,3527,7347,,,1820,2321,1119,2396,3515,1995,710,283,1713,1977,8874,-5.05,0.27,-4.78,106.5,101.6,106.4,.480,17.0,31.3,0.248,.508,15.9,31.9,0.208
1322,1986-87,NJN,NBA,82,24,58,.293,19855,3374,7083,3229,6634,145,449,2000,2607,1169,2409,3578,1991,643,397,1617,2353,8893,-5.05,0.63,-4.42,101.8,105.6,110.5,.487,16.4,33.2,0.282,.488,13.8,31.9,0.330
1323,2000-01,NJN,NBA,82,26,56,.317,19730,2781,6550,2420,5466,361,1084,1629,2146,909,2337,3246,1603,649,407,1208,1982,7552,-5.05,-0.25,-5.30,91.8,100.0,105.5,.452,13.9,25.7,0.249,.488,14.9,30.0,0.258
1324,2007-08,NJN,NBA,82,34,48,.415,19830,2856,6450,2358,5020,498,1430,1647,2237,913,2520,3433,1925,521,390,1229,1855,7857,-5.06,-0.09,-5.15,91.5,104.0,109.4,.481,14.2,26.6,0.255,.497,12.7,26.2,0.271
1325,1989-90,SAC,NBA,82,23,59,.280,19755,3305,7056,3089,6407,216,649,1515,1964,952,2363,3315,2052,546,392,1239,1863,8341,-5.06,0.65,-4.41,96.7,104.8,110.0,.484,13.5,27.3,0.215,.484,12.5,32.7,0.255
1326,1994-95,PHI,NBA,82,24,58,.293,19805,2949,6577,2594,5641,355,936,1567,2125,1105,2230,3335,1566,643,576,1355,1835,7820,-5.07,0.01,-5.06,91.0,104.1,109.7,.475,15.3,32.3,0.238,.500,14.6,33.9,0.235
1327,1986-87,SAS,NBA,82,28,54,.341,19805,3532,7456,3415,7053,117,403,1701,2292,1285,2347,3632,2220,786,325,1406,1930,8882,-5.10,0.01,-5.09,101.7,105.9,110.8,.482,14.2,34.3,0.228,.514,14.5,31.9,0.244
1328,2009-10,DET,NBA,82,27,55,.329,19780,2940,6602,2566,5412,374,1190,1455,1998,1053,2242,3295,1591,596,313,1100,1822,7709,-5.11,0.09,-5.02,88.5,105.6,111.4,.474,12.8,30.3,0.220,.526,14.2,26.6,0.264
1329,1968-69,MIL,NBA,82,27,55,.329,19680,3537,8258,3537,8258,,,1966,2638,,,4727,1882,,,,2187,9040,-5.12,0.06,-5.07,,,,.428,,,0.238,,,,
1330,2002-03,CHI,NBA,82,30,52,.366,19930,2991,6714,2642,5717,349,997,1455,2014,985,2541,3526,1782,605,461,1388,2028,7786,-5.13,-0.17,-5.31,93.5,100.2,105.6,.471,15.4,27.7,0.217,.470,13.3,30.5,0.263
1331,2006-07,MEM,NBA,82,22,60,.268,19980,2998,6448,2498,5086,500,1362,1835,2410,866,2375,3241,1680,564,407,1343,1827,8331,-5.15,0.71,-4.44,93.6,106.9,112.3,.504,15.2,25.9,0.285,.529,14.0,28.9,0.237
1332,1983-84,CHI,NBA,82,27,55,.329,19980,3305,6972,3285,6855,20,117,1871,2508,1141,2300,3441,2095,687,454,1578,2196,8501,-5.18,0.50,-4.69,99.8,102.4,107.5,.475,16.3,32.3,0.268,.497,15.6,32.8,0.266
1333,2000-01,ATL,NBA,82,25,57,.305,19730,2876,6668,2543,5735,333,933,1374,1811,1028,2490,3518,1559,634,387,1368,1863,7459,-5.21,-0.34,-5.55,91.9,98.7,104.3,.456,15.5,28.9,0.206,.472,13.8,29.2,0.249
1334,1990-91,CHH,NBA,82,26,56,.317,19805,3286,7033,3155,6616,131,417,1725,2214,1027,2200,3227,2019,759,304,1290,1946,8428,-5.24,0.30,-4.95,97.3,105.0,110.4,.477,13.9,29.0,0.245,.504,15.0,34.3,0.272
1335,1953-54,MLH,NBA,72,21,51,.292,,1757,5087,1757,5087,,,1524,2202,,,3202,1298,,,,1771,5038,-5.29,0.75,-4.55,,,,.345,,,0.300,,,,
1336,1995-96,MIL,NBA,82,25,57,.305,19730,3034,6490,2677,5434,357,1056,1412,1914,973,2164,3137,1755,582,307,1295,1943,7837,-5.30,0.38,-4.92,90.2,105.6,111.5,.495,15.0,29.7,0.218,.520,14.1,31.6,0.248
1337,2010-11,SAC,NBA,82,24,58,.293,19855,3134,6979,2706,5702,428,1277,1455,1981,1071,2526,3597,1675,608,391,1324,1805,8151,-5.34,0.54,-4.80,95.2,103.5,109.0,.480,14.4,29.9,0.208,.513,13.5,25.6,0.233
1338,1995-96,MIN,NBA,82,26,56,.317,19780,2974,6481,2695,5624,279,857,1797,2314,985,2271,3256,1867,650,481,1426,1994,8024,-5.35,0.22,-5.14,93.5,104.1,109.8,.480,16.0,29.8,0.277,.509,15.0,31.3,0.267
1339,1999-00,ATL,NBA,82,28,54,.341,19830,3000,6807,2742,5993,258,814,1477,1987,1146,2570,3716,1548,500,461,1266,1718,7735,-5.38,-0.04,-5.41,91.7,102.0,107.9,.460,14.1,31.7,0.217,.481,11.3,29.0,0.196
1340,2001-02,GSW,NBA,82,21,61,.256,19780,2998,6989,2678,5995,320,994,1693,2344,1334,2493,3827,1706,650,523,1378,1884,8009,-5.40,0.61,-4.80,94.5,102.8,108.5,.452,14.7,35.3,0.242,.488,12.9,30.6,0.232
1341,1949-50,SHE*,NBA,62,22,40,.355,,1727,5022,1727,5022,,,1654,2338,,,,1279,,,,1766,5108,-5.40,-0.44,-5.85,,,,.344,,,0.329,,,,
1342,1994-95,GSW,NBA,82,26,56,.317,19905,3217,6873,2671,5271,546,1602,1687,2395,1101,2371,3472,2017,649,391,1497,1804,8667,-5.41,0.51,-4.90,97.9,106.7,112.2,.508,15.9,30.3,0.245,.522,13.9,33.5,0.216
1343,1984-85,SEA,NBA,82,31,51,.378,19705,3277,6910,3232,6725,45,185,1777,2305,1019,2287,3306,2185,649,343,1493,1974,8376,-5.44,0.00,-5.44,99.3,102.8,108.2,.477,15.9,30.0,0.257,.498,14.6,32.7,0.238
1344,2013-14,ORL,NBA,82,23,59,.280,19955,3022,6784,2459,5188,563,1596,1307,1714,794,2654,3448,1726,630,350,1222,1678,7914,-5.44,-0.44,-5.88,93.6,101.7,107.4,.487,13.9,22.4,0.193,.504,13.0,24.5,0.211
1345,2017-18,ATL,NBA,82,24,58,.293,19705,3130,7015,2213,4471,917,2544,1298,1654,743,2693,3436,1946,638,348,1276,1606,8475,-5.45,0.15,-5.30,98.3,105.0,110.6,.512,14.1,21.1,0.185,.536,13.6,23.8,0.183
1346,2008-09,MEM,NBA,82,24,58,.293,19805,2865,6311,2467,5205,398,1106,1570,2077,847,2337,3184,1423,615,385,1252,1777,7698,-5.46,0.24,-5.23,90.1,103.5,109.5,.486,14.8,25.8,0.249,.515,14.1,26.5,0.247
1347,1966-67,DET,NBA,81,30,51,.370,19590,3523,8542,3523,8542,,,1969,2725,,,5511,1465,,,,2198,9015,-5.53,0.55,-4.98,,,,.412,,,0.231,,,,
1348,1949-50,WAT,NBA,62,19,43,.306,,1746,4904,1746,4904,,,1429,2002,,,,1324,,,,1780,4921,-5.53,-0.43,-5.96,,,,.356,,,0.291,,,,
1349,2019-20,CHO,NBA,13,6,7,.462,3145,506,1131,338,674,168,457,207,289,137,399,536,308,91,47,216,251,1387,-5.54,-1.34,-6.87,100.1,105.8,111.2,.522,14.7,22.9,0.183,.557,15.7,25.3,0.159
1350,1988-89,SAC,NBA,82,27,55,.329,19780,3362,7351,3055,6527,307,824,1620,2104,1141,2454,3595,1970,624,409,1370,1877,8651,-5.55,0.20,-5.35,100.5,104.5,110.0,.478,14.2,30.5,0.220,.496,13.2,32.3,0.235
1351,1949-50,BLB,NBA,68,25,43,.368,,1712,5516,1712,5516,,,1549,2123,,,,1189,,,,1792,4973,-5.59,1.04,-4.55,,,,.310,,,0.281,,,,
1352,1997-98,SAC,NBA,82,27,55,.329,19730,2957,6684,2674,5878,283,806,1440,2096,1094,2304,3398,1836,596,420,1271,1810,7637,-5.59,-0.25,-5.83,92.1,100.8,106.9,.464,14.3,30.2,0.215,.482,14.0,33.4,0.230
1353,1994-95,WSB,NBA,82,21,61,.256,19855,3176,6899,2743,5635,433,1264,1457,2013,1044,2219,3263,1749,648,404,1301,1949,8242,-5.60,0.04,-5.56,94.5,105.4,111.3,.492,14.3,29.3,0.211,.512,14.9,33.3,0.262
1354,1985-86,NYK,NBA,82,23,59,.280,19805,3239,7034,3157,6795,82,239,1534,2237,1081,2170,3251,1877,714,308,1438,2213,8094,-5.61,0.79,-4.82,98.6,99.5,105.2,.466,15.2,29.5,0.218,.484,17.1,35.0,0.315
1355,1999-00,VAN,NBA,82,22,60,.268,19855,2892,6441,2568,5543,324,898,1594,2060,1005,2324,3329,1700,608,346,1381,1881,7702,-5.62,0.52,-5.10,91.0,102.3,108.5,.474,15.8,30.1,0.247,.502,14.1,29.4,0.231
1356,2016-17,PHO,NBA,82,24,58,.293,19830,3270,7260,2655,5406,615,1854,1676,2159,976,2712,3688,1604,673,399,1265,2030,8831,-5.63,0.49,-5.14,100.3,106.6,112.2,.493,13.4,26.0,0.231,.525,13.1,23.6,0.264
1357,2003-04,WAS,NBA,82,25,57,.305,19830,2758,6556,2325,5287,433,1269,1579,2211,1115,2392,3507,1537,733,406,1439,1712,7528,-5.63,-0.48,-6.12,92.2,98.8,104.8,.454,16.0,30.7,0.241,.486,14.9,30.5,0.214
1358,1981-82,UTA,NBA,82,25,57,.305,19780,3679,7446,3657,7349,22,97,1714,2282,1147,2362,3509,1895,700,357,1435,2196,9094,-5.66,0.03,-5.63,103.9,106.2,111.7,.496,14.5,30.6,0.230,.513,14.1,34.7,0.244
1359,2011-12,SAC,NBA,66,22,44,.333,15915,2490,5712,2079,4411,411,1301,1127,1532,882,1947,2829,1271,561,323,952,1287,6518,-5.68,0.73,-4.95,94.7,103.8,109.8,.472,13.0,29.1,0.197,.515,13.9,29.5,0.199
1360,2016-17,PHI,NBA,82,28,54,.341,19830,3088,6992,2257,4549,831,2443,1393,1806,807,2706,3513,1949,692,420,1366,1793,8400,-5.70,-0.14,-5.83,98.5,103.2,108.9,.501,14.9,22.4,0.199,.512,13.5,24.7,0.234
1361,2014-15,ORL,NBA,82,25,57,.305,19755,3076,6792,2522,5194,554,1598,1141,1565,822,2607,3429,1692,647,314,1221,1714,7847,-5.72,-0.15,-5.87,93.8,101.6,107.7,.494,14.0,23.1,0.168,.514,13.6,24.0,0.210
1362,1993-94,LAC,NBA,82,27,55,.329,19780,3343,7163,3091,6332,252,831,1509,2128,1120,2410,3530,2169,807,421,1474,1769,8447,-5.72,0.44,-5.28,99.6,102.9,108.6,.484,15.4,30.4,0.211,.494,14.0,35.9,0.213
1363,2000-01,VAN,NBA,82,23,59,.280,19780,2870,6539,2545,5592,325,947,1457,1892,894,2431,3325,1899,586,359,1291,1733,7522,-5.73,0.79,-4.94,91.7,99.6,105.8,.464,14.9,26.1,0.223,.491,13.8,30.2,0.194
1364,1987-88,SAC,NBA,82,24,58,.293,19780,3458,7337,3314,6887,144,450,1795,2324,1232,2461,3693,2116,582,493,1457,1895,8855,-5.76,-0.08,-5.84,100.9,106.5,112.1,.481,14.8,33.7,0.245,.506,12.3,31.9,0.237
1365,1992-93,PHI,NBA,82,26,56,.317,19930,3225,7075,2895,6134,330,941,1776,2259,1031,2431,3462,2038,672,566,1362,1604,8556,-5.77,0.51,-5.25,98.5,104.6,110.4,.479,14.4,28.1,0.251,.504,13.3,34.1,0.188
1366,1993-94,SAC,NBA,82,28,54,.341,19755,3179,7027,2922,6298,257,729,1676,2292,1122,2349,3471,2029,669,355,1333,1979,8291,-5.77,0.44,-5.32,97.5,103.3,109.2,.471,14.2,30.4,0.239,.499,14.2,33.6,0.252
1367,2001-02,DEN,NBA,82,27,55,.329,19805,2915,6870,2492,5585,423,1285,1306,1756,1117,2310,3427,1817,613,462,1205,1873,7559,-5.82,0.63,-5.19,90.4,101.4,107.8,.455,13.6,30.6,0.190,.492,13.6,30.1,0.245
1368,1977-78,NJN,NBA,82,24,58,.293,19905,3547,8004,3547,8004,,,1652,2304,1306,2595,3901,1879,857,631,1774,2312,8746,-5.82,0.21,-5.61,110.9,95.0,100.2,.443,16.4,30.4,0.206,.465,17.4,33.6,0.280
1369,1982-83,IND,NBA,82,20,62,.244,19830,3707,7723,3657,7487,50,236,1447,1910,1299,2294,3593,2150,755,411,1535,2086,8911,-5.85,0.49,-5.36,103.9,103.8,109.4,.483,15.2,33.6,0.187,.520,16.4,34.5,0.249
1370,2002-03,TOR,NBA,82,24,58,.293,19805,2847,6664,2438,5471,409,1193,1350,1879,1023,2355,3378,1583,609,392,1181,1761,7453,-5.87,-0.23,-6.10,89.9,100.5,107.0,.458,13.6,28.2,0.203,.489,13.1,29.3,0.226
1371,1980-81,UTA,NBA,82,28,54,.341,19730,3332,6825,3290,6662,42,163,1595,2080,962,2325,3287,1948,637,386,1423,2110,8301,-5.89,-0.10,-5.99,97.7,103.4,109.4,.491,15.5,28.3,0.234,.492,13.8,33.2,0.268
1372,1972-73,SEA,NBA,82,26,56,.317,19780,3447,7681,3447,7681,,,1606,2080,,,4161,1958,,,,1877,8500,-5.90,0.58,-5.33,,,,.449,,,0.209,.454,,,0.201
1373,2011-12,NJN,NBA,66,22,44,.333,15890,2262,5320,1755,3839,507,1481,1113,1433,783,1879,2662,1311,493,260,995,1268,6144,-5.98,-0.39,-6.37,90.1,102.9,109.6,.473,14.3,27.8,0.209,.513,13.7,29.3,0.209
1374,2004-05,CHA,NBA,82,18,64,.220,19880,2961,6859,2641,5978,320,881,1487,2096,1083,2335,3418,1794,695,440,1192,1894,7729,-5.99,-0.16,-6.15,92.3,101.1,107.5,.455,13.3,29.5,0.217,.497,14.7,29.1,0.269
1375,1990-91,MIA,NBA,82,24,58,.293,19780,3280,7139,3140,6675,140,464,1649,2307,1232,2302,3534,1904,756,387,1551,2080,8349,-5.99,0.08,-5.91,99.3,102.0,108.1,.469,16.0,34.3,0.231,.491,15.3,33.8,0.286
1376,1979-80,UTA,NBA,82,24,58,.293,19805,3382,6817,3323,6632,59,185,1571,1943,967,2359,3326,2005,656,362,1543,2006,8394,-6.01,0.31,-5.71,97.6,104.2,110.4,.500,16.7,29.7,0.230,.500,13.5,32.9,0.237
1377,1980-81,NJN,NBA,82,24,58,.293,19805,3477,7314,3443,7176,34,138,1780,2371,1092,2374,3466,2068,750,458,1664,2204,8768,-6.02,0.87,-5.15,105.2,101.0,106.7,.478,16.6,30.4,0.243,.506,16.4,30.8,0.281
1378,2018-19,ATL,NBA,82,29,53,.354,19855,3392,7524,2325,4490,1067,3034,1443,1918,955,2825,3780,2118,675,419,1397,1932,9294,-6.02,-0.04,-6.06,103.9,108.1,113.9,.522,14.3,24.7,0.192,.541,12.8,23.6,0.237
1379,1991-92,SAC,NBA,82,29,53,.354,19830,3348,7189,3110,6514,238,675,1615,2162,1054,2354,3408,1957,727,618,1360,1763,8549,-6.06,0.44,-5.63,99.6,103.9,109.9,.482,14.3,28.5,0.225,.493,13.9,35.8,0.233
1380,2008-09,OKC,NBA,82,23,59,.280,19805,2999,6716,2671,5767,328,949,1626,2069,999,2497,3496,1663,608,371,1330,1655,7952,-6.10,0.06,-6.04,93.6,102.9,109.4,.471,14.8,28.6,0.242,.514,13.0,26.1,0.216
1381,1997-98,DAL,NBA,82,20,62,.244,19905,2882,6754,2460,5571,422,1183,1308,1738,1008,2280,3288,1535,646,466,1182,1643,7494,-6.11,-0.22,-6.33,89.9,100.5,107.2,.458,13.6,27.6,0.194,.488,14.0,34.9,0.195
1382,1964-65,SFW,NBA,80,17,63,.213,19350,3323,8245,3323,8245,,,1819,2844,,,5715,1653,,,,2002,8465,-6.19,0.69,-5.49,,,,.403,,,0.221,,,,
1383,2007-08,MEM,NBA,82,22,60,.268,19805,3060,6737,2440,4958,620,1779,1517,2097,848,2567,3415,1574,503,386,1251,1592,8257,-6.21,0.45,-5.76,95.3,105.0,111.4,.500,14.0,23.8,0.225,.521,12.2,26.6,0.196
