Rk,Season,Tm,Lg,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
639,1994-95,CLE*,NBA,82,43,39,.524,19930,2756,6255,2358,5222,398,1033,1507,1982,1045,2237,3282,1672,630,349,1176,1694,7417
640,1967-68,SFW*,NBA,82,43,39,.524,19805,3632,8587,3632,8587,,,2334,3153,,,6029,1901,,,,2265,9598
641,1977-78,GSW,NBA,82,43,39,.524,19780,3574,7654,3574,7654,,,1550,2081,1183,2629,3812,2097,873,405,1518,2113,8698
642,2008-09,MIA*,NBA,82,43,39,.524,19955,3034,6646,2452,5015,582,1631,1411,1871,828,2411,3239,1671,651,451,1026,1696,8061
643,1997-98,NYK*,NBA,82,43,39,.524,19830,2864,6413,2482,5274,382,1139,1399,1812,978,2434,3412,1787,634,278,1247,1947,7509
644,1954-55,SYR*,NBA,72,43,29,.597,,2360,6343,2360,6343,,,1837,2450,,,3933,1778,,,,1658,6557
645,1997-98,NJN*,NBA,82,43,39,.524,19880,3055,6928,2745,5991,310,937,1750,2351,1344,2137,3481,1685,777,314,1180,1917,8170
646,1983-84,DAL*,NBA,82,43,39,.524,19955,3618,7235,3576,7051,42,184,1774,2350,1090,2265,3355,2164,579,360,1303,1906,9052
647,1969-70,PHI*,NBA,82,42,40,.512,19755,3915,8345,3915,8345,,,2168,2884,,,4463,2127,,,,2196,9998
648,1987-88,MIL*,NBA,82,42,40,.512,19780,3366,7079,3233,6669,133,410,1832,2364,1117,2335,3452,2194,671,380,1275,1989,8697
649,2018-19,BRK*,NBA,82,42,40,.512,19980,3301,7358,2254,4393,1047,2965,1555,2088,900,2919,3819,1954,539,339,1236,1763,9204
650,1983-84,SEA*,NBA,82,42,40,.512,19780,3460,7083,3433,6943,27,140,1918,2460,1064,2332,3396,2233,636,350,1360,1884,8865
651,1999-00,MIL*,NBA,82,42,40,.512,19855,3174,6827,2780,5758,394,1069,1558,1982,1016,2373,3389,1852,671,381,1230,2020,8300
652,2006-07,LAL*,NBA,82,42,40,.512,20030,3103,6664,2495,4940,608,1724,1660,2221,886,2495,3381,1850,600,421,1273,1889,8474
653,1984-85,POR*,NBA,82,42,40,.512,19880,3708,7374,3657,7172,51,202,2002,2667,1202,2298,3500,2225,821,516,1481,1957,9469
654,2015-16,CHI,NBA,82,42,40,.512,19905,3165,7170,2514,5417,651,1753,1354,1720,907,2889,3796,1870,495,470,1141,1545,8335
655,1991-92,HOU,NBA,82,42,40,.512,19880,3273,6894,2944,5935,329,959,1491,2020,1074,2432,3506,2058,656,571,1378,1769,8366
656,1994-95,ATL*,NBA,82,42,40,.512,19855,2986,6680,2447,5100,539,1580,1410,1948,1104,2272,3376,1757,738,412,1221,1804,7921
657,2015-16,MEM*,NBA,82,42,40,.512,19830,3019,6859,2515,5338,504,1521,1584,2024,916,2497,3413,1697,724,350,1090,1783,8126
658,1987-88,CLE*,NBA,82,42,40,.512,19780,3313,6755,3186,6419,127,336,1813,2438,1015,2289,3304,2070,733,526,1439,1836,8566
659,2009-10,HOU,NBA,82,42,40,.512,19905,3094,6923,2448,5085,646,1838,1561,2022,971,2471,3442,1790,583,318,1188,1712,8395
660,1989-90,CLE*,NBA,82,42,40,.512,19880,3214,6977,2868,6126,346,851,1637,2201,1128,2380,3508,2106,645,512,1243,1666,8411
661,1975-76,PHO*,NBA,82,42,40,.512,19880,3420,7251,3420,7251,,,1780,2337,1108,2558,3666,2083,853,349,1852,2018,8620
662,1993-94,MIA*,NBA,82,42,40,.512,19805,3197,6896,2860,5899,337,997,1744,2223,1235,2407,3642,1856,643,374,1315,2024,8475
663,1995-96,MIA*,NBA,82,42,40,.512,19780,2902,6348,2350,4890,552,1458,1553,2187,999,2495,3494,1752,574,439,1394,2158,7909
664,2002-03,ORL*,NBA,82,42,40,.512,19805,2947,6763,2379,5173,568,1590,1616,2079,958,2392,3350,1676,696,300,1177,1888,8078
665,2003-04,MIA*,NBA,82,42,40,.512,19755,2729,6417,2244,5060,485,1357,1459,1915,940,2459,3399,1565,590,313,1137,1812,7402
666,1984-85,NJN*,NBA,82,42,40,.512,19755,3646,7445,3594,7221,52,224,1631,2237,1233,2325,3558,2163,772,415,1355,2011,8975
667,1989-90,IND*,NBA,82,42,40,.512,19880,3381,6807,3087,6037,294,770,1906,2335,940,2388,3328,2023,552,350,1342,1972,8962
668,1986-87,GSW*,NBA,82,42,40,.512,19905,3551,7412,3435,7048,116,364,1970,2526,1193,2351,3544,2083,715,321,1354,2138,9188
669,1997-98,WAS,NBA,82,42,40,.512,19805,3080,6811,2760,5867,320,944,1489,2156,1121,2341,3462,1900,689,379,1156,1839,7969
670,2001-02,TOR*,NBA,82,42,40,.512,19755,2919,6727,2532,5618,387,1109,1269,1717,1114,2336,3450,1779,688,454,1174,1771,7494
671,2018-19,ORL*,NBA,82,42,40,.512,19780,3316,7307,2379,4674,937,2633,1231,1575,822,2902,3724,2095,543,445,1082,1526,8800
672,1953-54,BOS*,NBA,72,42,30,.583,,2232,5580,2232,5580,,,1851,2550,,,3867,1773,,,,1969,6315
673,1953-54,SYR*,NBA,72,42,30,.583,,2054,5579,2054,5579,,,1905,2650,,,3652,1541,,,,1852,6013
674,2005-06,WAS*,NBA,82,42,40,.512,19830,2975,6656,2478,5262,497,1394,1889,2496,1035,2344,3379,1523,658,339,1143,1855,8336
675,2001-02,IND*,NBA,82,42,40,.512,19905,2935,6580,2530,5385,405,1195,1663,2155,930,2568,3498,1884,658,436,1249,1876,7938
676,2010-11,NYK*,NBA,82,42,40,.512,19780,3140,6867,2375,4786,765,2081,1689,2087,847,2470,3317,1757,625,475,1123,1743,8734
677,2004-05,NJN*,NBA,82,42,40,.512,19905,2753,6419,2318,5216,435,1203,1555,2039,855,2387,3242,1772,650,308,1164,1985,7496
678,2011-12,IND*,NBA,66,42,24,.636,15990,2354,5375,1962,4311,392,1064,1349,1724,826,2070,2896,1228,523,357,925,1430,6449
679,2006-07,GSW*,NBA,82,42,40,.512,19755,3261,7048,2561,5081,700,1967,1515,2113,940,2456,3396,1950,750,466,1309,1933,8737
680,2016-17,IND*,NBA,82,42,40,.512,19855,3221,6931,2512,5046,709,1885,1467,1811,742,2702,3444,1844,669,409,1130,1597,8618
681,1985-86,UTA*,NBA,82,42,40,.512,19780,3453,7083,3418,6914,35,169,1930,2694,1068,2479,3547,2199,717,666,1518,2038,8871
682,1981-82,POR,NBA,82,42,40,.512,19780,3629,7187,3600,7047,29,140,1719,2387,1142,2355,3497,2054,706,367,1390,2012,9006
683,1973-74,BUF*,NBA,82,42,40,.512,19830,3728,7763,3728,7763,,,1699,2221,1150,2830,3980,2165,786,600,1828,1875,9155
684,1999-00,DET*,NBA,82,42,40,.512,19830,3044,6635,2605,5412,439,1223,1956,2506,917,2458,3375,1707,665,273,1288,2011,8483
685,1988-89,BOS*,NBA,82,42,40,.512,19780,3520,7143,3442,6834,78,309,1840,2349,1179,2442,3621,2189,639,418,1336,1876,8958
686,2015-16,DAL*,NBA,82,42,40,.512,20005,3064,6900,2258,4558,806,2342,1454,1831,751,2781,3532,1813,560,306,1047,1595,8388
687,2002-03,MIL*,NBA,82,42,40,.512,19905,3045,6670,2460,5144,585,1526,1483,1911,876,2367,3243,1823,622,344,1044,1820,8158
688,2003-04,UTA,NBA,82,42,40,.512,19780,2690,6172,2438,5386,252,786,1639,2196,1103,2272,3375,1671,583,494,1365,2096,7271
689,1986-87,HOU*,NBA,82,42,40,.512,19780,3465,7262,3376,6938,89,324,1746,2355,1190,2481,3671,2227,654,555,1384,1973,8765
690,1981-82,ATL*,NBA,82,42,40,.512,19880,3210,6776,3182,6648,28,128,1833,2387,1135,2368,3503,1815,608,485,1343,2268,8281
691,2016-17,MIL*,NBA,82,42,40,.512,19780,3182,6715,2462,4769,720,1946,1413,1839,723,2589,3312,1984,666,436,1145,1660,8497
692,1993-94,DEN*,NBA,82,42,40,.512,19755,3156,6781,2986,6184,170,597,1739,2423,1105,2557,3662,1763,679,686,1422,1926,8221
693,1970-71,BAL*,NBA,82,42,40,.512,19805,3684,8331,3684,8331,,,1886,2500,,,4550,1772,,,,1966,9254
694,2017-18,LAC,NBA,82,42,40,.512,19705,3302,7004,2525,4808,777,2196,1556,2095,832,2766,3598,1832,628,373,1204,1638,8937
695,1996-97,CLE,NBA,82,42,40,.512,19855,2704,5972,2221,4688,483,1284,1282,1773,909,2159,3068,1714,655,315,1188,1882,7173
696,1982-83,WSB,NBA,82,42,40,.512,19805,3306,7059,3236,6822,70,237,1452,2059,1099,2430,3529,2046,733,400,1588,1958,8134
697,1986-87,WSB*,NBA,82,42,40,.512,19705,3356,7397,3313,7179,43,218,1935,2531,1305,2315,3620,1750,755,685,1301,1775,8690
698,2004-05,CLE,NBA,82,42,40,.512,19855,2990,6687,2690,5783,300,904,1634,2174,1117,2352,3469,1851,654,461,1141,1850,7914
699,1962-63,CIN*,NBA,80,42,38,.525,,3672,7998,3672,7998,,,2183,2923,,,5561,1931,,,,2203,9527
700,1963-64,LAL*,NBA,80,42,38,.525,,3272,7438,3272,7438,,,2230,2910,,,5025,1676,,,,1997,8774
701,1984-85,UTA*,NBA,82,41,41,.500,19755,3478,7302,3375,6995,103,307,1878,2434,1081,2554,3635,2143,712,697,1575,1961,8937
702,2012-13,DAL,NBA,82,41,41,.500,19980,3182,6892,2576,5264,606,1628,1323,1669,767,2670,3437,1906,648,454,1144,1698,8293
703,2005-06,CHI*,NBA,82,41,41,.500,19905,3004,6737,2444,5260,560,1477,1452,1967,906,2602,3508,1804,508,345,1224,2038,8020
704,2001-02,MIL,NBA,82,41,41,.500,19905,3041,6577,2448,4994,593,1583,1321,1767,841,2557,3398,1847,596,388,1157,1788,7996
705,2003-04,MIL*,NBA,82,41,41,.500,19780,2970,6650,2569,5505,401,1145,1698,2192,960,2502,3462,1872,554,383,1110,1668,8039
706,2009-10,CHI*,NBA,82,41,41,.500,19905,3081,6825,2729,5759,352,1066,1479,1962,937,2715,3652,1704,531,478,1175,1648,7993
707,1989-90,SEA,NBA,82,41,41,.500,19905,3466,7243,3235,6593,231,650,1606,2167,1323,2255,3578,1874,701,335,1336,2064,8769
708,1979-80,HOU*,NBA,82,41,41,.500,19930,3599,7496,3495,7117,104,379,1782,2326,1394,2217,3611,2149,782,373,1565,1927,9084
709,1979-80,SAS*,NBA,82,41,41,.500,19755,3856,7738,3804,7532,52,206,2024,2528,1153,2515,3668,2326,771,333,1589,2103,9788
710,1992-93,LAC*,NBA,82,41,41,.500,19805,3544,7329,3411,6838,133,491,1562,2177,1183,2360,3543,2242,847,491,1338,1920,8783
711,1989-90,HOU*,NBA,82,41,41,.500,19805,3483,7250,3330,6759,153,491,1633,2267,1217,2638,3855,2194,809,551,1513,1934,8752
712,2018-19,DET*,NBA,82,41,41,.500,19855,3185,7238,2192,4384,993,2854,1415,1893,936,2752,3688,1845,569,331,1135,1811,8778
713,1997-98,HOU*,NBA,82,41,41,.500,19830,2946,6513,2373,4843,573,1670,1634,2120,987,2350,3337,1799,686,294,1298,1653,8099
714,1994-95,DEN*,NBA,82,41,41,.500,19980,3098,6461,2685,5301,413,1160,1700,2305,1040,2402,3442,1836,660,585,1381,2063,8309
715,2011-12,MEM*,NBA,66,41,25,.621,15940,2425,5422,2148,4573,277,849,1142,1504,831,1944,2775,1290,631,345,955,1316,6269
716,2016-17,POR*,NBA,82,41,41,.500,19930,3243,7059,2391,4787,852,2272,1513,1940,830,2750,3580,1733,574,408,1126,1736,8851
717,1993-94,CHH,NBA,82,41,41,.500,19830,3382,7100,3046,6184,336,916,1632,2135,1019,2475,3494,2214,724,394,1266,1747,8732
718,1992-93,ORL,NBA,82,41,41,.500,19880,3257,6708,2940,5819,317,889,1821,2495,1040,2566,3606,1952,542,467,1429,1925,8652
719,1995-96,CHH,NBA,82,41,41,.500,19880,3108,6618,2524,5098,584,1520,1631,2119,987,2256,3243,1907,582,277,1241,1815,8431
720,1951-52,ROC*,NBA,66,41,25,.621,,2014,5172,2014,5172,,,1661,2150,,,3373,1590,,,,1804,5689
721,2015-16,HOU*,NBA,82,41,41,.500,19830,3094,6847,2216,4314,878,2533,1671,2407,930,2601,3531,1821,821,430,1307,1790,8737
722,1968-69,SFW*,NBA,82,41,41,.500,19905,3414,8218,3414,8218,,,2119,2949,,,5109,1822,,,,2087,8947
723,1970-71,SFW*,NBA,82,41,41,.500,19705,3454,7709,3454,7709,,,1875,2468,,,4643,1893,,,,1833,8783
724,1983-84,PHO*,NBA,82,41,41,.500,19780,3677,7220,3603,6929,74,291,1673,2204,1066,2298,3364,2214,693,388,1451,2147,9101
725,1995-96,PHO*,NBA,82,41,41,.500,19955,3159,6673,2832,5689,327,984,1907,2472,1009,2501,3510,2001,623,331,1207,1776,8552
726,2007-08,TOR*,NBA,82,41,41,.500,19830,3148,6726,2576,5267,572,1459,1347,1658,790,2496,3286,1953,570,336,959,1596,8215
727,1957-58,SYR*,NBA,72,41,31,.569,,2823,7336,2823,7336,,,2075,2617,,,4895,1298,,,,1820,7721
728,2005-06,IND*,NBA,82,41,41,.500,19730,2786,6274,2250,4738,536,1536,1591,2158,898,2559,3457,1631,598,409,1254,1821,7699
729,1961-62,SYR*,NBA,80,41,39,.513,,3706,8875,3706,8875,,,2246,2880,,,5764,1791,,,,2344,9658
730,2015-16,WAS,NBA,82,41,41,.500,19755,3238,7033,2529,5050,709,1983,1349,1849,743,2688,3431,2005,708,323,1186,1708,8534
731,2006-07,NJN*,NBA,82,41,41,.500,19880,2913,6379,2304,4703,609,1676,1566,2153,822,2525,3347,1962,499,273,1212,1869,8001
732,1957-58,STL*,NBA,72,41,31,.569,,2779,7162,2779,7162,,,2180,3047,,,5445,1541,,,,1875,7738
733,2003-04,NOH*,NBA,82,41,41,.500,19830,2772,6605,2241,4939,531,1666,1454,1937,1091,2418,3509,1716,708,346,1228,1715,7529
734,1974-75,HOU*,NBA,82,41,41,.500,19780,3448,7231,3448,7231,,,1625,2034,1177,2495,3672,2155,746,351,1759,2068,8521
735,2008-09,CHI*,NBA,82,41,41,.500,19930,3126,6846,2633,5553,493,1293,1633,2052,970,2481,3451,1732,615,453,1192,1709,8378
736,2011-12,LAL*,NBA,66,41,25,.621,16065,2429,5319,2067,4207,362,1112,1202,1589,799,2251,3050,1485,390,351,997,1109,6422
737,1990-91,SEA*,NBA,82,41,41,.500,19880,3500,7117,3364,6690,136,427,1608,2143,1222,2173,3395,2042,861,380,1404,1973,8744
738,2016-17,CHI*,NBA,82,41,41,.500,19780,3169,7141,2546,5310,623,1831,1474,1848,999,2797,3796,1851,643,393,1112,1455,8435
739,1977-78,ATL*,NBA,82,41,41,.500,19830,3335,7253,3335,7253,,,1836,2316,1160,2359,3519,1901,916,408,1592,2470,8506
740,2005-06,UTA,NBA,82,41,41,.500,19880,2744,6207,2433,5282,311,925,1774,2466,1071,2380,3451,1772,524,492,1290,2032,7573
741,2014-15,MIL*,NBA,82,41,41,.500,19930,3083,6722,2538,5222,545,1500,1312,1734,876,2574,3450,1932,789,403,1373,1814,8023
742,1984-85,SAS*,NBA,82,41,41,.500,19780,3698,7202,3643,7000,55,202,1961,2571,1127,2470,3597,2316,757,443,1542,2180,9412
743,2003-04,POR,NBA,82,41,41,.500,19980,2898,6467,2517,5365,381,1102,1263,1728,1040,2376,3416,1768,613,443,1213,1554,7440
744,2007-08,POR,NBA,82,41,41,.500,19905,2935,6546,2397,5120,538,1426,1412,1841,901,2438,3339,1733,455,360,1056,1642,7820
745,2008-09,PHI*,NBA,82,41,41,.500,19755,2997,6532,2656,5460,341,1072,1652,2216,1039,2336,3375,1647,658,415,1157,1650,7987
746,1989-90,ATL,NBA,82,41,41,.500,19730,3417,7019,3293,6608,124,411,1943,2544,1273,2187,3460,1820,717,353,1270,1871,8901
747,2012-13,BOS*,NBA,81,41,40,.506,19840,3001,6459,2503,5069,498,1390,1318,1698,654,2533,3187,1843,667,365,1181,1717,7818
748,2010-11,PHI*,NBA,82,41,41,.500,19930,3125,6776,2682,5528,443,1248,1426,1851,850,2578,3428,1861,621,355,1063,1592,8119
749,1950-51,ROC*,NBA,68,41,27,.603,,2032,5377,2032,5377,,,1692,2248,,,3015,1368,,,,1534,5756
750,1997-98,ORL,NBA,82,41,41,.500,19830,2771,6455,2478,5548,293,907,1552,2138,1178,2203,3381,1694,649,441,1258,1617,7387
751,1999-00,ORL,NBA,82,41,41,.500,19755,3169,7014,2875,6144,294,870,1574,2142,1145,2540,3685,1709,743,467,1443,1967,8206
752,1986-87,IND*,NBA,82,41,41,.500,19930,3454,7324,3360,7008,94,316,1696,2170,1132,2464,3596,2170,697,311,1276,2097,8698
753,1968-69,CIN,NBA,82,41,41,.500,19805,3565,7742,3565,7742,,,2262,3012,,,4525,1983,,,,2031,9392
754,1990-91,IND*,NBA,82,41,41,.500,19805,3450,6994,3201,6245,249,749,2010,2479,1018,2376,3394,2181,658,357,1355,2088,9159
755,1992-93,IND*,NBA,82,41,41,.500,19755,3371,7022,3114,6233,257,789,1837,2399,1220,2455,3675,2144,615,403,1256,2045,8836
756,2016-17,MIA,NBA,82,41,41,.500,19780,3202,7037,2394,4824,808,2213,1248,1768,872,2705,3577,1742,588,469,1102,1680,8460
757,2000-01,IND*,NBA,82,41,41,.500,19980,2828,6431,2432,5272,396,1159,1539,2009,921,2595,3516,1763,563,487,1244,1926,7591
758,2006-07,WAS*,NBA,82,41,41,.500,19830,3070,6820,2509,5206,561,1614,1855,2425,998,2379,3377,1660,635,375,1133,1823,8556
759,1992-93,DET,NBA,82,40,42,.488,19780,3267,7211,2975,6303,292,908,1426,1957,1293,2315,3608,1941,580,249,1152,1747,8252
760,1975-76,HOU,NBA,82,40,42,.488,19755,3546,7304,3546,7304,,,1616,2046,1059,2644,3703,2213,656,359,1665,2045,8708
761,2005-06,MIL*,NBA,82,40,42,.488,19855,2976,6566,2469,5231,507,1335,1561,2115,929,2448,3377,1769,597,270,1197,1902,8020
762,1949-50,CHS*,NBA,68,40,28,.588,,2003,5892,2003,5892,,,1346,1934,,,,1366,,,,1977,5352
763,2007-08,PHI*,NBA,82,40,42,.488,19755,3056,6648,2754,5696,302,952,1509,2137,1067,2370,3437,1673,712,400,1172,1620,7923
764,1958-59,NYK*,NBA,72,40,32,.556,,2863,7170,2863,7170,,,2217,2802,,,4991,1383,,,,1899,7943
765,1950-51,PHW*,NBA,66,40,26,.606,,1985,5665,1985,5665,,,1664,2181,,,3586,1432,,,,1710,5634
766,1996-97,MIN*,NBA,82,40,42,.488,19780,2937,6436,2566,5343,371,1093,1637,2180,957,2302,3259,1874,618,557,1243,1818,7882
767,2009-10,MEM,NBA,82,40,42,.488,19905,3223,6875,2879,5855,344,1020,1614,2202,1070,2496,3566,1543,645,399,1248,1655,8404
768,2006-07,LAC,NBA,82,40,42,.488,19730,2880,6318,2566,5415,314,903,1769,2245,888,2484,3372,1762,596,472,1239,1858,7843
769,2000-01,DEN,NBA,82,40,42,.488,19780,2979,6877,2467,5433,512,1444,1448,1964,1044,2583,3627,1970,552,538,1136,1820,7918
770,1974-75,NYK*,NBA,82,40,42,.488,19730,3359,7464,3359,7464,,,1518,1967,981,2652,3633,1675,652,300,1374,2001,8236
771,1976-77,NYK,NBA,82,40,42,.488,19755,3659,7530,3659,7530,,,1587,2078,974,2680,3654,1956,714,304,1680,2007,8905
772,2016-17,DEN,NBA,82,40,42,.488,19755,3377,7194,2507,4829,870,2365,1537,1986,966,2837,3803,2077,568,323,1226,1567,9161
773,1954-55,MNL*,NBA,72,40,32,.556,,2506,6465,2506,6465,,,1873,2517,,,3865,1468,,,,1935,6885
774,2006-07,ORL*,NBA,82,40,42,.488,19780,2875,6090,2533,5128,342,962,1679,2393,920,2418,3338,1525,565,416,1392,1904,7771
775,1991-92,IND*,NBA,82,40,42,.488,19955,3498,7079,3165,6139,333,940,1868,2364,1083,2564,3647,2398,705,393,1402,2137,9197
776,1951-52,SYR*,NBA,66,40,26,.606,,1894,5207,1894,5207,,,1933,2589,,,3603,1373,,,,1970,5721
777,2009-10,TOR,NBA,82,40,42,.488,19780,3199,6631,2681,5234,518,1397,1618,2118,806,2507,3313,1804,469,384,1100,1819,8534
778,1977-78,CHI,NBA,82,40,42,.488,19755,3330,7041,3330,7041,,,1863,2471,1248,2577,3825,2119,665,322,1667,1930,8523
779,1972-73,DET,NBA,82,40,42,.488,19780,3666,7916,3666,7916,,,1710,2294,,,4105,1882,,,,1812,9042
780,1974-75,DET*,NBA,82,40,42,.488,19705,3289,7053,3289,7053,,,1533,1975,1002,2515,3517,1916,679,380,1557,1866,8111
781,1999-00,DAL,NBA,82,40,42,.488,19730,3195,7047,2676,5721,519,1326,1407,1751,931,2444,3375,1810,592,416,1124,1770,8316
782,1976-77,SEA,NBA,82,40,42,.488,19805,3439,7639,3439,7639,,,1646,2386,1355,2433,3788,1772,932,503,1759,2198,8524
783,1970-71,SDR,NBA,82,40,42,.488,19730,3547,8426,3547,8426,,,2188,2921,,,4686,1921,,,,2128,9282
784,1985-86,POR*,NBA,82,40,42,.488,19855,3610,7281,3536,7006,74,275,2142,2799,1153,2316,3469,2180,859,356,1529,2205,9436
785,1980-81,HOU*,NBA,82,40,42,.488,19805,3573,7335,3552,7217,21,118,1711,2223,1216,2347,3563,2099,705,390,1451,1901,8878
786,1949-50,NYK*,NBA,68,40,28,.588,,1889,5351,1889,5351,,,1710,2404,,,,1308,,,,1718,5488
787,1983-84,ATL*,NBA,82,40,42,.488,19855,3230,6809,3207,6703,23,106,1838,2414,1112,2232,3344,1827,626,558,1329,2091,8321
788,2002-03,SEA,NBA,82,40,42,.488,19855,2887,6599,2431,5308,456,1291,1325,1780,963,2385,3348,1775,679,295,1085,1712,7555
789,2015-16,UTA,NBA,82,40,42,.488,19955,2957,6593,2263,4637,694,1956,1402,1885,880,2665,3545,1555,631,425,1224,1655,8010
790,1974-75,CLE,NBA,82,40,42,.488,19880,3408,7371,3408,7371,,,1301,1753,1058,2502,3560,1903,600,348,1462,1881,8117
791,2014-15,BOS*,NBA,82,40,42,.488,19880,3193,7211,2533,5190,660,2021,1266,1678,910,2685,3595,2009,674,294,1133,1738,8312
792,2011-12,LAC*,NBA,66,40,26,.606,15965,2439,5366,1925,3925,514,1441,1046,1538,800,1943,2743,1385,556,315,879,1399,6438
793,2013-14,MIN,NBA,82,40,42,.488,19855,3189,7175,2589,5418,600,1757,1790,2301,1024,2644,3668,1963,718,297,1142,1504,8768
794,2011-12,ATL*,NBA,66,40,26,.606,16165,2429,5348,1937,4018,492,1330,1025,1385,652,2066,2718,1481,536,303,921,1178,6375
795,1951-52,MNL*,NBA,66,40,26,.606,,2106,5733,2106,5733,,,1436,1921,,,3543,1389,,,,1763,5648
796,1984-85,WSB*,NBA,82,40,42,.488,19855,3534,7383,3425,6985,109,398,1478,1989,1012,2395,3407,2088,709,393,1282,1869,8655
797,1949-50,FTW*,NBA,68,40,28,.588,,1878,5901,1878,5901,,,1634,2331,,,,1364,,,,2065,5390
798,1988-89,WSB,NBA,82,40,42,.488,19855,3519,7591,3467,7348,52,243,1789,2318,1254,2354,3608,2048,694,325,1291,2054,8879
799,1953-54,FTW*,NBA,72,40,32,.556,,1952,5187,1952,5187,,,1689,2315,,,3785,1474,,,,1669,5593
800,1996-97,PHO*,NBA,82,40,42,.488,19855,3143,6705,2616,5277,527,1428,1618,2125,916,2376,3292,2067,664,322,1180,1727,8431
801,1991-92,NJN*,NBA,82,40,42,.488,19780,3473,7580,3249,6910,224,670,1471,2009,1512,2392,3904,1937,736,615,1392,1834,8641
802,1976-77,KCK,NBA,82,40,42,.488,19830,3561,7733,3561,7733,,,1706,2140,1222,2593,3815,1982,849,386,1576,2173,8828
803,1967-68,DET*,NBA,82,40,42,.488,19780,3755,8386,3755,8386,,,2215,3129,,,5452,1700,,,,2240,9725
804,1980-81,KCK*,NBA,82,40,42,.488,19830,3572,7151,3523,6983,49,168,1576,2206,1037,2450,3487,2271,719,385,1448,2092,8769
805,1975-76,LAL,NBA,82,40,42,.488,19705,3547,7622,3547,7622,,,1670,2164,1132,2870,4002,1939,674,528,1612,2025,8764
806,2010-11,PHO,NBA,82,40,42,.488,20005,3219,6844,2518,4987,701,1857,1472,1939,821,2478,3299,1945,545,357,1169,1666,8611
807,1964-65,PHI*,NBA,80,40,40,.500,19275,3391,8028,3391,8028,,,2221,3011,,,5246,1692,,,,2096,9003
808,1986-87,CHI*,NBA,82,40,42,.488,19830,3382,7155,3304,6856,78,299,1754,2254,1248,2400,3648,2143,677,438,1257,1922,8596
809,1995-96,SAC*,NBA,82,39,43,.476,19755,2971,6494,2509,5300,462,1194,1759,2407,1114,2345,3459,1829,643,436,1442,2131,8163
810,1992-93,LAL*,NBA,82,39,43,.476,19830,3309,6994,3122,6368,187,626,1741,2304,1103,2288,3391,2013,782,431,1266,1778,8546
811,1949-50,INO*,NBA,64,39,25,.609,,1982,5283,1982,5283,,,1529,2145,,,,1342,,,,1676,5493
812,2006-07,NOK,NBA,82,39,43,.476,19880,2971,6674,2516,5418,455,1256,1436,1941,1025,2512,3537,1537,522,347,1187,1620,7833
813,1966-67,STL*,NBA,81,39,42,.481,19540,3547,8004,3547,8004,,,2110,2979,,,5219,1708,,,,2173,9204
814,1988-89,POR*,NBA,82,39,43,.476,19830,3695,7795,3479,7150,216,645,1789,2416,1384,2381,3765,2212,828,388,1435,2026,9395
815,2008-09,DET*,NBA,82,39,43,.476,19905,2981,6559,2604,5480,377,1079,1388,1849,949,2448,3397,1689,493,377,973,1712,7727
816,2010-11,UTA,NBA,82,39,43,.476,19880,3064,6590,2629,5334,435,1256,1590,2061,898,2338,3236,1921,629,484,1175,1865,8153
817,2011-12,BOS*,NBA,66,39,27,.591,15940,2341,5086,1978,4098,363,988,1017,1308,509,2051,2560,1557,498,362,979,1315,6062
818,1969-70,PHO*,NBA,82,39,43,.476,19805,3676,7856,3676,7856,,,2434,3270,,,4183,2076,,,,2183,9786
819,1979-80,WSB*,NBA,82,39,43,.476,19880,3574,7796,3501,7558,73,238,1552,2048,1334,2723,4057,2201,530,443,1380,1893,8773
820,1985-86,WSB*,NBA,82,39,43,.476,19855,3311,7148,3195,6740,116,408,1704,2286,1066,2432,3498,1748,626,716,1346,1796,8442
821,1990-91,NYK*,NBA,82,39,43,.476,19955,3308,6822,3123,6264,185,558,1654,2147,1053,2436,3489,2172,638,418,1379,1764,8455
822,1980-81,GSW,NBA,82,39,43,.476,19730,3560,7284,3500,7074,60,210,1826,2513,1403,2366,3769,2026,611,301,1547,2158,9006
823,1967-68,CIN,NBA,82,39,43,.476,19805,3679,7864,3679,7864,,,2204,2892,,,5129,2048,,,,2016,9562
824,1995-96,WSB,NBA,82,39,43,.476,19805,3202,6618,2709,5406,493,1212,1511,2076,930,2327,3257,1815,592,506,1327,1981,8408
825,1969-70,CHI*,NBA,82,39,43,.476,19880,3607,8133,3607,8133,,,2209,2861,,,4383,2133,,,,1863,9423
826,1951-52,BOS*,NBA,66,39,27,.591,,2131,5510,2131,5510,,,1765,2406,,,3750,1606,,,,1734,6027
827,1955-56,BOS*,NBA,72,39,33,.542,,2745,6913,2745,6913,,,2142,2785,,,4583,1834,,,,1874,7632
828,1977-78,NOJ,NBA,82,39,43,.476,19780,3568,7717,3568,7717,,,1690,2331,1309,2907,4216,2079,662,514,1694,1938,8826
829,1986-87,SEA*,NBA,82,39,43,.476,19855,3593,7451,3402,6880,191,571,1948,2571,1373,2395,3768,2184,705,450,1509,2224,9325
830,2018-19,SAC,NBA,82,39,43,.476,19730,3541,7637,2614,5182,927,2455,1354,1865,906,2819,3725,2083,679,363,1095,1751,9363
