Rk,Player,Season,School,Pos,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
3703,Matt Shrigley\matt-shrigley-1,2016-17,San Diego State,F,29,4,591,48,149,.322,5,17,.294,43,132,.326,12,19,.632,13,47,60,19,19,9,16,36,151,3.3
3704,Kostas Antetokounmpo\kostas-antetokounmpo-1,2017-18,Dayton,F,29,6,438,58,101,.574,56,86,.651,2,15,.133,33,64,.516,24,59,83,13,7,31,39,66,151,3.4
3705,Will Kelly\will-kelly-1,2013-14,Navy,F,30,21,616,60,121,.496,60,121,.496,0,0,,31,54,.574,35,95,130,11,6,45,41,72,151,3.7
3706,Michael Hoffman\michael-hoffman-1,2017-18,Texas-Rio Grande Valley,F,31,1,452,52,133,.391,26,62,.419,26,71,.366,21,26,.808,24,55,79,17,14,12,14,65,151,3.4
3707,Larry Toomey\larry-toomey-1,2014-15,Army,F,30,27,651,54,133,.406,30,62,.484,24,71,.338,18,35,.514,38,87,125,38,21,8,32,79,150,3.8
3708,Shawn Valentine\shawn-valentine-1,2015-16,Rider,F,33,8,684,50,122,.410,33,72,.458,17,50,.340,33,51,.647,26,74,100,32,24,15,40,75,150,3.2
3709,Don MuepoKelly\dj-muepo-1,2015-16,South Alabama,F,32,7,509,62,142,.437,61,138,.442,1,4,.250,25,47,.532,48,76,124,14,30,28,33,72,150,3.8
3710,Simi Socks\simi-socks-1,2015-16,Incarnate Word,F,29,5,436,45,101,.446,44,94,.468,1,7,.143,59,69,.855,23,50,73,10,11,16,28,86,150,3.1
3711,Kalif Young\kalif-young-1,2017-18,Providence,F,35,25,582,60,111,.541,60,111,.541,0,0,,30,61,.492,49,93,142,22,14,21,30,71,150,3.8
3712,Jake Belford\jake-belford-1,2013-14,Davidson,F,25,0,385,56,97,.577,39,61,.639,17,36,.472,21,28,.750,20,34,54,10,8,3,30,57,150,3.6
3713,Nathaniel Mason\nathaniel-mason-1,2013-14,Sam Houston State,F,34,0,420,52,112,.464,41,84,.488,11,28,.393,35,51,.686,18,47,65,18,10,2,25,43,150,2.8
3714,Hayden Brown\hayden-brown-1,2017-18,Citadel,F,29,9,390,56,130,.431,44,87,.506,12,43,.279,26,37,.703,22,57,79,26,23,6,30,55,150,3.5
3715,Dominique Reid\dominique-reid-1,2017-18,North Carolina Central,F,33,0,366,60,104,.577,59,102,.578,1,2,.500,29,45,.644,32,76,108,13,3,7,41,58,150,2.8
3716,JR Coronado\jr-coronado-1,2013-14,Liberty,F,32,18,558,64,107,.598,64,107,.598,0,0,,22,48,.458,70,102,172,13,5,17,21,50,150,4.8
3717,Demetris Morant\demetris-morant-1,2014-15,Florida Gulf Coast,F,33,18,623,64,112,.571,64,112,.571,0,0,,22,44,.500,71,75,146,7,7,42,27,91,150,4.2
3718,Chris Reyes\chris-reyes-1,2014-15,Utah,F,35,33,549,58,125,.464,56,122,.459,2,3,.667,32,59,.542,41,87,128,16,9,22,25,48,150,3.5
3719,Brandon Jackson\brandon-jackson-3,2017-18,Southern Illinois-Edwardsville,F,30,3,470,62,123,.504,62,118,.525,0,5,.000,26,43,.605,31,38,69,8,5,8,32,61,150,2.5
3720,Maurice Jeffers\maurice-jeffers-2,2015-16,Delaware,F,29,16,660,47,117,.402,47,117,.402,0,0,,56,100,.560,53,87,140,15,7,32,58,71,150,3.0
3721,Sheldon Jeter\sheldon-jeter-1,2014-15,Pittsburgh,F,32,9,458,58,122,.475,48,95,.505,10,27,.370,24,39,.615,30,49,79,15,11,10,19,53,150,3.3
3722,Jakub Petras\jakub-petras-1,2017-18,Stony Brook,F,32,1,429,60,114,.526,59,113,.522,1,1,1.000,28,50,.560,43,40,83,15,13,14,24,54,149,3.6
3723,Justin Johnson\justin-johnson-7,2014-15,Western Kentucky,F,31,1,482,60,119,.504,60,116,.517,0,3,.000,29,67,.433,46,80,126,22,13,14,18,48,149,4.2
3724,Niels Bunschoten\niels-bunschoten-1,2016-17,Indiana State,F,31,7,478,54,145,.372,26,62,.419,28,83,.337,13,17,.765,6,38,44,15,5,18,23,63,149,2.0
3725,Kyle Noreen\kyle-noreen-1,2013-14,Radford,F,35,32,809,57,112,.509,41,68,.603,16,44,.364,19,31,.613,42,67,109,55,16,13,19,77,149,4.3
3726,Clay Mounce\clay-mounce-1,2017-18,Furman,F,30,1,383,59,105,.562,54,81,.667,5,24,.208,26,39,.667,36,51,87,12,19,8,13,47,149,4.5
3727,Tyrn Flowers\tyrn-flowers-1,2016-17,Massachusetts,F,33,6,441,54,147,.367,21,39,.538,33,108,.306,8,10,.800,15,70,85,24,9,15,22,51,149,2.8
3728,James Bourne\james-bourne-1,2013-14,Winthrop,F,30,11,585,47,91,.516,47,90,.522,0,1,.000,55,88,.625,42,71,113,6,10,7,26,59,149,3.7
3729,Hayden Howell\hayden-howell-1,2016-17,Abilene Christian,F,29,20,451,58,128,.453,57,124,.460,1,4,.250,32,57,.561,37,52,89,17,5,12,43,79,149,2.2
3730,Rod Mills\rod-mills-1,2017-18,Miami (OH),F,34,3,607,56,158,.354,34,88,.386,22,70,.314,15,19,.789,22,71,93,20,13,8,25,46,149,2.5
3731,Luke Worthington\luke-worthington-1,2017-18,Brigham Young,F,35,29,516,57,119,.479,57,119,.479,0,0,,35,59,.593,36,62,98,16,13,7,20,78,149,2.9
3732,Trevor Thompson\trevor-thompson-1,2013-14,Virginia Tech,F,30,11,486,50,122,.410,50,122,.410,0,0,,49,75,.653,42,98,140,6,8,28,44,76,149,3.0
3733,Rashaan Holloway\rashaan-holloway-1,2017-18,Massachusetts,F,15,13,270,63,101,.624,63,101,.624,0,0,,23,37,.622,26,47,73,4,5,26,27,49,149,7.3
3734,Dwayne Morgan\dwayne-morgan-1,2015-16,Nevada-Las Vegas,F,27,22,522,54,127,.425,50,115,.435,4,12,.333,37,50,.740,45,82,127,14,15,16,48,93,149,3.1
3735,Charles Wilson-Fisher\charle-wilson-fisher-1,2016-17,Hampton,F,29,9,489,58,122,.475,55,112,.491,3,10,.300,30,41,.732,53,78,131,10,5,22,32,92,149,3.5
3736,Tony Washington\tony-washington-1,2016-17,La Salle,F,30,12,478,62,106,.585,62,106,.585,0,0,,25,40,.625,40,81,121,15,5,10,39,83,149,3.2
3737,Clint Robinson\clint-robinson-1,2017-18,Illinois-Chicago,F,34,0,516,46,79,.582,46,76,.605,0,3,.000,57,73,.781,53,85,138,6,8,37,30,82,149,4.2
3738,Chris McCullough\chris-mccullough-1,2014-15,Syracuse,F,16,16,450,54,113,.478,53,112,.473,1,1,1.000,40,71,.563,36,74,110,18,27,33,35,41,149,8.6
3739,Tom Lacey\tom-lacey-1,2015-16,Navy,F,33,30,583,48,83,.578,48,83,.578,0,0,,53,92,.576,54,84,138,21,18,2,40,75,149,3.7
3740,Tre Drye\trevante-drye-1,2014-15,Tulane,F,31,31,750,51,114,.447,49,103,.476,2,11,.182,45,80,.563,61,91,152,23,20,6,43,81,149,3.6
3741,Jesse Hunt\jesse-hunt-1,2017-18,Eastern Washington,F,20,5,366,55,111,.495,41,73,.562,14,38,.368,25,31,.806,32,79,111,21,6,9,24,59,149,5.8
3742,Remu Raitanen\remu-raitanen-1,2016-17,San Francisco,F,33,3,633,51,127,.402,24,43,.558,27,84,.321,20,38,.526,34,84,118,22,12,3,17,63,149,3.3
3743,Riley Maye\riley-maye-1,2013-14,Norfolk State,F,33,10,425,64,116,.552,55,98,.561,9,18,.500,12,19,.632,13,24,37,13,2,8,23,69,149,2.2
3744,Ethan Mackey\ethan-mackey-1,2013-14,Maine,F,29,18,485,68,115,.591,68,115,.591,0,0,,13,26,.500,41,97,138,10,11,19,21,54,149,4.7
3745,Treg Setty\treg-setty-1,2014-15,Ohio,F,29,2,512,56,121,.463,45,88,.511,11,33,.333,25,41,.610,31,65,96,27,15,7,35,72,148,3.3
3746,Edward Alade\edward-alade-1,2016-17,Navy,F,32,20,533,67,113,.593,67,112,.598,0,1,.000,14,36,.389,61,54,115,20,18,13,30,71,148,4.0
3747,Angelo Chol\angelo-chol-1,2015-16,San Diego State,F,38,9,505,59,121,.488,59,121,.488,0,0,,30,42,.714,53,65,118,13,15,21,36,84,148,2.8
3748,Greg Kelley\greg-kelley-1,2014-15,Yale,F,32,5,418,52,126,.413,27,52,.519,25,74,.338,19,24,.792,28,52,80,15,9,12,17,69,148,3.0
3749,Tristian Curtis\tristian-curtis-1,2014-15,Coastal Carolina,F,33,28,713,57,106,.538,57,106,.538,0,0,,34,66,.515,82,121,203,6,8,24,28,72,148,4.5
3750,Joe Hanel\joe-hanel-1,2016-17,DePaul,F,32,32,823,61,94,.649,61,94,.649,0,0,,26,50,.520,67,87,154,24,14,13,40,110,148,3.9
3751,Brandon Alston\brandon-alston-2,2014-15,Lehigh,F,30,1,474,46,121,.380,32,82,.390,14,39,.359,42,57,.737,12,32,44,20,6,1,39,45,148,1.9
3752,Alex Foster\alex-foster-1,2017-18,Albany (NY),F,32,1,482,59,110,.536,59,109,.541,0,1,.000,30,58,.517,54,97,151,8,13,30,35,70,148,4.0
3753,Papa Ndao\papa-ndao-1,2015-16,Saint Joseph's,F,30,6,596,49,131,.374,12,27,.444,37,104,.356,13,19,.684,16,81,97,30,15,15,27,75,148,3.3
3754,John Carroll\john-carroll-2,2016-17,Hartford,F,23,17,488,55,147,.374,53,128,.414,2,19,.105,36,62,.581,31,71,102,39,9,10,45,74,148,3.0
3755,Josh Nebo\josh-nebo-1,2015-16,Saint Francis (PA),F,30,29,684,56,115,.487,56,115,.487,0,0,,36,69,.522,56,96,152,14,7,56,26,75,148,4.8
3756,Nigel Jackson\nigel-jackson-1,2017-18,Wagner,F,26,16,441,52,137,.380,22,49,.449,30,88,.341,14,17,.824,35,62,97,21,10,16,29,81,148,3.4
3757,Sean Mobley\sean-mobley-1,2017-18,Virginia Commonwealth,F,33,13,558,50,124,.403,20,45,.444,30,79,.380,18,20,.900,20,80,100,56,12,3,41,75,148,3.1
3758,Demontez Loman\demontez-loman-1,2014-15,Tennessee State,F,31,21,804,59,132,.447,59,131,.450,0,1,.000,30,60,.500,49,127,176,21,21,39,40,100,148,4.0
3759,Junior Saintel\junior-saintel-1,2016-17,Stony Brook,F,32,25,526,60,136,.441,57,114,.500,3,22,.136,25,35,.714,29,85,114,10,10,16,26,47,148,3.2
3760,Alex Olesinski\alex-olesinski-1,2017-18,UCLA,F,33,0,591,50,95,.526,34,51,.667,16,44,.364,32,45,.711,42,86,128,15,11,15,15,76,148,4.2
3761,Mark Donnal\mark-donnal-1,2016-17,Michigan,F,38,0,464,50,81,.617,41,63,.651,9,18,.500,39,50,.780,35,41,76,4,10,12,15,56,148,3.4
3762,Mike Edwards\mike-edwards-2,2016-17,Georgia,F,34,2,615,55,105,.524,55,104,.529,0,1,.000,38,61,.623,38,86,124,7,10,7,36,74,148,2.8
3763,Nate Reuvers\nate-reuvers-1,2017-18,Wisconsin,F,28,15,466,58,152,.382,46,105,.438,12,47,.255,20,24,.833,19,36,55,22,7,26,29,67,148,2.6
3764,Brandan Stith\brandan-stith-1,2013-14,East Carolina,F,33,0,645,51,103,.495,51,103,.495,0,0,,45,82,.549,86,123,209,21,20,39,25,82,147,5.5
3765,Henrik Jadersten\henrik-jadersten-1,2016-17,Santa Clara,F,32,8,447,57,137,.416,32,63,.508,25,74,.338,8,11,.727,16,64,80,8,9,11,26,91,147,2.0
3766,Nick Havener\nick-havener-1,2016-17,Boston University,F,28,7,468,63,98,.643,63,97,.649,0,1,.000,21,40,.525,46,106,152,33,16,15,35,67,147,5.3
3767,Colter Lasher\colter-lasher-1,2013-14,Houston Baptist,F,26,11,427,53,126,.421,31,72,.431,22,54,.407,19,27,.704,28,48,76,21,10,4,35,50,147,3.2
3768,Faith Pope\faith-pope-1,2015-16,Texas-Arlington,F,34,1,391,56,118,.475,47,82,.573,9,36,.250,26,39,.667,25,64,89,21,15,14,17,42,147,3.6
3769,Elijah Schmidt\elijah-schmidt-1,2017-18,Texas A&M-Corpus Christi,F,29,23,638,57,113,.504,55,100,.550,2,13,.154,31,52,.596,47,111,158,23,18,8,32,84,147,4.2
3770,Donovan Smith\donovan-smith-1,2016-17,Quinnipiac,F,21,0,379,53,119,.445,42,94,.447,11,25,.440,30,43,.698,46,67,113,16,13,30,21,62,147,6.3
3771,Mostafa Abdel Latif\mostafa-abdel-latif-1,2013-14,Sacred Heart,F,29,18,546,64,124,.516,64,124,.516,0,0,,19,35,.543,62,105,167,8,7,12,21,72,147,4.3
3772,Jordon Granger\jordon-granger-1,2015-16,Auburn,F,31,13,666,49,112,.438,22,29,.759,27,83,.325,22,34,.647,13,57,70,18,18,15,14,60,147,3.6
3773,Tanner Morgan\tanner-morgan-1,2015-16,Northern Colorado,F,31,19,598,55,149,.369,54,145,.372,1,4,.250,36,54,.667,41,93,134,23,11,7,31,68,147,2.8
3774,Derrick Griffin\derek-griffin-1,2016-17,Texas Southern,F,13,13,443,58,82,.707,57,79,.722,1,3,.333,30,57,.526,75,65,140,5,8,11,12,42,147,12.6
3775,Zach Brown\zach-brown-2,2017-18,Wichita State,F,32,28,650,46,113,.407,21,35,.600,25,78,.321,30,37,.811,29,69,98,57,20,6,38,76,147,3.8
3776,Loomis Gerring\loomis-gerring-1,2014-15,Missouri State,F,31,16,593,53,149,.356,50,131,.382,3,18,.167,38,55,.691,47,65,112,18,17,6,36,64,147,2.6
3777,Bira Seck\bira-seck-1,2013-14,Idaho,F,34,34,680,65,122,.533,65,122,.533,0,0,,17,40,.425,62,110,172,27,8,3,40,118,147,2.8
3778,Marcus Freeman\marcus-freeman-1,2014-15,Coastal Carolina,F,27,0,376,57,108,.528,57,108,.528,0,0,,32,55,.582,64,89,153,8,13,25,17,52,146,5.7
3779,Tanner Schmit\tanner-schmit-1,2016-17,Central Arkansas,F,32,25,595,66,158,.418,66,156,.423,0,2,.000,14,23,.609,33,79,112,15,10,16,22,81,146,2.6
3780,Fabijan Krslovic\fabijan-krslovic-1,2015-16,Montana,F,33,24,657,60,121,.496,60,119,.504,0,2,.000,26,54,.481,55,83,138,48,22,10,43,87,146,3.7
3781,Mohamed Sherif\mohamed-sherif-12,2017-18,Alabama A&M,F,22,20,555,60,143,.420,60,142,.423,0,1,.000,26,78,.333,36,53,89,17,4,9,50,66,146,1.6
3782,Jake White\jake-white-1,2014-15,Omaha,F,20,3,407,51,128,.398,47,106,.443,4,22,.182,40,59,.678,49,63,112,9,6,7,16,48,146,5.2
3783,Anton Waters\anton-waters-1,2015-16,Western Kentucky,F,33,19,480,58,111,.523,58,109,.532,0,2,.000,30,43,.698,57,74,131,7,3,10,26,65,146,3.4
3784,Errick Peck\errick-peck-1,2013-14,Purdue,F,32,10,591,61,127,.480,50,96,.521,11,31,.355,13,27,.481,55,87,142,23,11,15,32,55,146,3.9
3785,Tony Anderson II\tony-andersonii-1,2015-16,Southeast Missouri State,F,29,4,426,49,120,.408,42,100,.420,7,20,.350,41,55,.745,23,39,62,8,11,6,32,21,146,2.9
3786,Demajeo Wiggins\demajeo-wiggins-1,2015-16,Bowling Green State,F,32,7,499,62,110,.564,62,110,.564,0,0,,22,58,.379,42,98,140,3,6,17,27,56,146,3.4
3787,C.J. Neumann\cj-neumann-1,2013-14,Wofford,F,33,13,652,65,112,.580,64,109,.587,1,3,.333,15,30,.500,47,57,104,13,12,6,17,66,146,3.6
3788,Patrick Zeck\patrick-zeck-1,2017-18,Gardner-Webb,F,27,22,625,57,99,.576,53,87,.609,4,12,.333,28,37,.757,42,95,137,18,15,20,21,78,146,5.3
3789,Ryan Sawvell\ryan-sawvell-1,2015-16,Wofford,F,31,0,455,61,103,.592,59,96,.615,2,7,.286,22,29,.759,31,73,104,17,5,4,13,39,146,4.2
3790,Kelvin Penn\kelvin-penn-1,2014-15,Florida Atlantic,F,29,29,781,63,114,.553,63,114,.553,0,0,,20,38,.526,81,101,182,25,19,41,35,95,146,5.6
3791,Trey Davis\trey-davis-2,2014-15,Richmond,F,35,35,1071,59,123,.480,53,103,.515,6,20,.300,22,53,.415,32,137,169,81,43,9,51,93,146,4.4
3792,Chris Washburn\chris-washburn-2,2015-16,Texas Christian,F,22,17,535,48,137,.350,44,126,.349,4,11,.364,46,84,.548,28,66,94,39,27,21,51,68,146,3.8
3793,Skylar Spencer\skylar-spencer-1,2015-16,San Diego State,F,38,30,919,60,101,.594,60,101,.594,0,0,,25,54,.463,93,119,212,20,16,72,22,93,145,5.5
3794,Marcus Bryan\marcus-bryan-1,2015-16,North Carolina-Wilmington,F,32,11,517,55,128,.430,54,127,.425,1,1,1.000,34,59,.576,47,85,132,7,10,35,13,82,145,3.7
3795,Tyler Livingston\tyler-livingston-1,2014-15,Massachusetts-Lowell,F,29,0,425,54,152,.355,24,55,.436,30,97,.309,7,9,.778,21,44,65,13,11,6,21,50,145,2.4
3796,L.J. Livingston\lj-livingston-1,2015-16,Miami (OH),F,31,8,473,56,89,.629,56,89,.629,0,0,,33,49,.673,54,53,107,1,3,29,12,48,145,4.7
3797,Bobby Ahearn\bobby-ahearn-1,2014-15,Binghamton,F,31,18,613,61,117,.521,61,117,.521,0,0,,23,46,.500,55,71,126,11,17,9,35,88,145,3.2
3798,Chris Walker\chris-walker-6,2014-15,Florida,F,31,6,453,64,119,.538,64,116,.552,0,3,.000,17,44,.386,41,67,108,2,10,36,32,63,145,3.4
3799,Isaiah Omoregie\isaiah-omoregie-1,2015-16,Florida A&M,F,19,2,296,61,101,.604,61,100,.610,0,1,.000,23,56,.411,24,40,64,2,6,6,26,44,145,4.3
3800,Antwon Clayton\antwon-clayton-1,2015-16,Jacksonville,F,29,23,609,51,115,.443,50,112,.446,1,3,.333,42,68,.618,61,69,130,22,31,24,32,83,145,4.7
3801,Nicholas West\nicholas-west-1,2013-14,Alabama A&M,F,24,22,392,46,118,.390,30,65,.462,16,53,.302,37,59,.627,23,66,89,18,7,19,44,56,145,3.1
3802,Dan Kimasa\dan-kimasa-1,2017-18,Texas-Rio Grande Valley,F,33,17,460,63,135,.467,63,133,.474,0,2,.000,19,27,.704,26,50,76,7,6,14,20,71,145,2.4
3803,Sam Timmins\sam-timmins-1,2017-18,Washington,F,34,34,612,56,97,.577,56,97,.577,0,0,,33,59,.559,54,104,158,8,15,33,39,88,145,3.8
3804,Brandon Graham\brandon-graham-1,2014-15,Alabama State,F,29,3,511,49,117,.419,39,71,.549,10,46,.217,37,58,.638,30,59,89,20,14,23,28,74,145,3.4
3805,Alex Tiffin\alex-tiffin-1,2014-15,Sacramento State,F,33,4,518,58,120,.483,58,119,.487,0,1,.000,29,40,.725,32,63,95,9,8,9,28,80,145,2.5
3806,George Blagojevic\george-blagojevic-1,2017-18,Hartford,F,32,0,564,60,116,.517,58,105,.552,2,11,.182,23,40,.575,36,81,117,39,18,10,32,54,145,4.0
3807,Christian Musoko\christian-musoko-1,2016-17,Southern Utah,F,32,23,450,51,120,.425,51,119,.429,0,1,.000,43,71,.606,46,72,118,8,5,17,42,101,145,2.0
3808,Tafari Whittingham\tafari-whittingham-1,2015-16,South Alabama,F,30,18,552,55,133,.414,53,125,.424,2,8,.250,33,86,.384,37,72,109,6,13,22,38,78,145,2.1
3809,Jeff Coby\jeff-coby-1,2014-15,Columbia,F,27,10,459,49,131,.374,36,88,.409,13,43,.302,34,47,.723,37,53,90,14,6,19,37,61,145,2.9
3810,Dylan Carl\dylan-carl-1,2017-18,Purdue-Fort Wayne,F,32,1,465,57,131,.435,43,92,.467,14,39,.359,17,33,.515,33,60,93,20,6,27,27,55,145,3.1
3811,Gabe McCray\gabe-mccray-1,2014-15,South Carolina State,F,32,8,517,54,137,.394,51,114,.447,3,23,.130,33,62,.532,38,90,128,8,20,2,40,63,144,2.3
3812,Mitch Lightfoot\mitch-lightfoot-1,2017-18,Kansas,F,38,7,531,60,105,.571,54,88,.614,6,17,.353,18,25,.720,48,68,116,10,10,54,29,83,144,3.6
3813,Brian Pearson\brian-pearson-1,2015-16,Savannah State,F,32,20,753,55,123,.447,55,121,.455,0,2,.000,34,63,.540,56,109,165,23,12,15,44,90,144,3.1
3814,Jagos Lasic\jagos-lasic-1,2017-18,St. Francis (NY),F,31,27,564,51,117,.436,32,67,.478,19,50,.380,23,27,.852,33,66,99,22,27,5,34,58,144,3.6
3815,Ed Drew\ed-drew-1,2014-15,Presbyterian,F,32,9,586,59,125,.472,58,120,.483,1,5,.200,25,43,.581,44,61,105,13,15,18,28,56,144,3.4
3816,Carlton Bragg Jr.\carlton-braggjr-1,2015-16,Kansas,F,38,0,338,64,114,.561,60,107,.561,4,7,.571,12,18,.667,37,57,94,17,14,7,29,61,144,2.8
3817,Jonah Bolden\jonah-bolden-1,2015-16,UCLA,F,31,11,672,51,123,.415,42,87,.483,9,36,.250,33,45,.733,36,114,150,33,21,27,26,64,144,4.7
3818,De'Ron Davis\deron-davis-1,2017-18,Indiana,F,15,15,282,56,91,.615,56,91,.615,0,0,,32,64,.500,27,37,64,16,12,22,12,37,144,8.8
3819,Akoy Agau\akoy-agau-1,2016-17,Georgetown,F,32,8,479,42,84,.500,39,69,.565,3,15,.200,57,67,.851,34,102,136,28,7,28,50,71,144,3.8
3820,Adrease Jackson\adrease-jackson-1,2017-18,Dartmouth,F,26,2,324,55,103,.534,38,71,.535,17,32,.531,17,26,.654,23,76,99,9,5,7,20,40,144,4.2
3821,Baylee Steele\baylee-steele-1,2016-17,Eastern Michigan,F,33,22,643,62,127,.488,62,122,.508,0,5,.000,20,24,.833,42,93,135,11,26,27,24,98,144,3.8
3822,Bobby Ahearn\bobby-ahearn-1,2017-18,Binghamton,F,31,10,473,56,126,.444,46,97,.474,10,29,.345,22,31,.710,36,52,88,14,6,7,32,78,144,2.4
3823,Rashard Kelly\rashard-kelly-1,2015-16,Wichita State,F,35,6,564,54,126,.429,48,107,.449,6,19,.316,30,49,.612,48,79,127,26,17,6,25,67,144,3.3
3824,Kyndahl Hill\kyndahl-hill-1,2013-14,Weber State,F,31,2,566,51,101,.505,44,85,.518,7,16,.438,35,49,.714,42,65,107,14,7,15,27,92,144,3.2
3825,Darryl Reynolds\darryl-reynolds-1,2015-16,Villanova,F,40,7,685,48,76,.632,48,76,.632,0,0,,47,65,.723,48,131,179,14,16,21,28,88,143,3.8
3826,Cameron Wolter\cameron-wolter-1,2016-17,Massachusetts-Lowell,F,30,2,332,57,114,.500,55,104,.529,2,10,.200,27,38,.711,17,26,43,9,11,6,20,60,143,2.6
3827,Zach Smith\zach-smith-1,2017-18,Texas Tech,F,23,15,474,62,107,.579,61,101,.604,1,6,.167,18,42,.429,23,64,87,26,17,23,34,37,143,5.3
3828,Yauhen Massalski\yauhen-massalski-1,2017-18,San Diego,F,34,9,407,53,82,.646,53,81,.654,0,1,.000,37,76,.487,41,80,121,18,5,44,41,71,143,3.6
3829,Michael Nzei\michael-nzei-1,2016-17,Seton Hall,F,33,14,595,54,84,.643,54,83,.651,0,1,.000,35,59,.593,62,65,127,7,12,18,29,81,143,3.9
3830,Tyler Stone\tyler-stone-2,2016-17,Howard,F,33,4,534,43,102,.422,41,90,.456,2,12,.167,55,88,.625,34,86,120,15,9,40,20,64,143,3.9
3831,Kellen McCormick\kellen-mccormick-1,2014-15,Western Michigan,F,32,0,399,50,111,.450,19,33,.576,31,78,.397,12,17,.706,17,30,47,8,5,2,13,44,143,2.7
3832,Jesse Hill\jesse-hill-1,2015-16,Florida Atlantic,F,30,1,549,50,136,.368,32,82,.390,18,54,.333,25,41,.610,17,63,80,11,7,21,9,59,143,3.0
3833,Daniel Utomi\daniel-utomi-1,2016-17,Akron,F,30,2,289,45,101,.446,19,39,.487,26,62,.419,27,39,.692,5,31,36,8,9,2,19,31,143,2.8
3834,Craig Hinton\craig-hinton-1,2014-15,Virginia Military Institute,F,28,2,364,50,125,.400,21,43,.488,29,82,.354,14,21,.667,28,43,71,19,14,10,28,45,143,3.3
3835,Jeremy Combs\jeremy-combs-1,2016-17,North Texas,F,14,13,366,54,96,.563,54,94,.574,0,2,.000,35,69,.507,29,61,90,7,14,9,31,40,143,7.2
3836,Nahshon George\nahshon-george-1,2015-16,Idaho,F,33,16,450,51,118,.432,51,118,.432,0,0,,41,63,.651,48,88,136,14,12,4,53,87,143,2.1
3837,Trent Whiting\trent-whiting-2,2014-15,Arkansas-Pine Bluff,F,32,2,549,59,119,.496,57,105,.543,2,14,.143,23,34,.676,21,53,74,29,24,14,37,53,143,3.3
3838,Trevor Berkeley\trevor-berkeley-1,2013-14,Drake,F,31,19,573,51,99,.515,40,69,.580,11,30,.367,30,37,.811,28,50,78,14,19,12,27,58,143,3.6
3839,Markell Lodge\markell-lodge-1,2016-17,Saint Joseph's,F,31,31,550,63,85,.741,63,85,.741,0,0,,16,39,.410,53,76,129,3,7,29,11,63,142,4.9
3840,Taylor Bruninga\taylor-bruninga-1,2017-18,Illinois State,F,29,7,506,46,120,.383,11,20,.550,35,100,.350,15,21,.714,15,54,69,13,5,6,11,85,142,2.6
3841,Bola Olaniyan\bola-olaniyan-1,2014-15,Southern Illinois,F,31,12,507,55,123,.447,55,123,.447,0,0,,32,53,.604,63,75,138,16,21,7,42,73,142,3.3
3842,Joshua Oswald\joshua-oswald-1,2013-14,Miami (OH),F,31,19,515,56,140,.400,43,85,.506,13,55,.236,17,22,.773,30,58,88,17,11,9,25,48,142,2.8
3843,Shawn Kemp\shawn-kemp-1,2013-14,Washington,F,32,10,493,61,110,.555,61,110,.555,0,0,,20,28,.714,20,36,56,2,5,7,17,87,142,2.2
3844,David Wacker\david-wacker-1,2016-17,Boise State,F,29,28,510,48,78,.615,48,78,.615,0,0,,46,69,.667,50,71,121,12,6,14,24,68,142,4.4
3845,Greg Dotson\greg-dotson-1,2013-14,Morehead State,F,29,9,482,52,104,.500,52,94,.553,0,10,.000,38,57,.667,32,37,69,21,13,18,20,47,142,4.0
3846,Marcanvis Hymon\marcanvis-hymon-1,2017-18,Mississippi,F,32,23,622,60,107,.561,60,107,.561,0,0,,22,46,.478,58,101,159,25,14,26,24,94,142,4.4
3847,Dallas Ennema\dallas-ennema-1,2015-16,Albany (NY),F,32,2,466,50,126,.397,24,49,.490,26,77,.338,16,23,.696,16,61,77,13,10,6,14,45,142,2.9
3848,Norense Odiase\norense-odiase-1,2017-18,Texas Tech,F,37,29,549,51,98,.520,51,98,.520,0,0,,40,66,.606,67,98,165,25,20,15,43,92,142,3.5
3849,Daron Henson\daron-henson-1,2017-18,Utah State,F,33,2,413,46,133,.346,8,34,.235,38,99,.384,12,22,.545,20,44,64,7,1,2,13,50,142,2.0
3850,Junior Etou\junior-etou-1,2013-14,Rutgers,F,27,20,622,54,129,.419,43,86,.500,11,43,.256,23,36,.639,37,88,125,20,6,11,30,63,142,3.4
3851,Josh Carlton\josh-carlton-1,2017-18,Connecticut,F,32,17,485,57,111,.514,57,111,.514,0,0,,28,42,.667,55,63,118,10,10,24,31,79,142,3.4
3852,Frank Okeke\frank-okeke-1,2013-14,New Hampshire,F,26,12,578,43,124,.347,13,36,.361,30,88,.341,26,35,.743,14,57,71,21,9,12,27,53,142,3.1
3853,Stefan Lakic\stefan-lakic-1,2017-18,Samford,F,32,6,403,55,104,.529,38,60,.633,17,44,.386,15,18,.833,11,48,59,6,9,2,24,44,142,2.7
3854,Tyler Stone\tyler-stone-2,2013-14,Howard,F,33,16,646,49,108,.454,47,98,.480,2,10,.200,42,60,.700,41,91,132,7,9,31,39,99,142,2.8
3855,Nicholas Baer\nicholas-baer-1,2017-18,Iowa,F,27,17,578,53,132,.402,30,57,.526,23,75,.307,13,22,.591,51,83,134,49,27,23,29,54,142,5.7
