"Pos","MP","FG","FGA","X2P","X2PA","X3P","X3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc"
"F",0.694003003560621,0.917535347257027,0.760366559663803,0.783981361894047,0.742795824441524,1.37012979135419,1.20544733255565,0.48757607515696,0.38707256544484,0.652314018146913,0.63589660670777,0.79384935732618,0.750149237516303,1.06146424041798,0.601147321239203,0.61575986424372,1.05879909876275,0.782469024077129,0.498101127483926
"G",0.665000681410973,0.684614137734814,0.717637758103533,0.816325080694603,0.806734726091538,0.688595992229971,0.683406818471734,0.478550556572517,0.470359559341295,0.764445928308901,0.688204708091283,0.778198927585415,0.731509347081922,0.797319871706846,1.60378717003952,0.654933273631448,0.876637923886321,0.650219521128807,0.404012217449825
"C",0.860990580454557,0.737509699989739,0.805812053306437,0.801801534705267,0.692697865824481,2.52095238095238,3.74805685098823,1.13676315214223,0.967363834422658,0.765506926024167,0.796302847815539,0.974285364341705,1.07713122009239,1.04606060606061,0.354097268487675,0.771028052178318,1.07470238095238,0.861458924809964,0.213000557482437
